"","Metabolite","KEGG_ID","Gene_Count","Mutation_Score","Normalized_Score"
"400","Chondroitin sulfate","C00607",10,0.00618110582994598,0.212721131240692
"781","N-Acetyl-L-alanine","None",4,0.00618010632737759,0.212671250786415
"100","2,2,2-Trichloroethanol","C07490",23,0.00617820535575652,0.212576382267788
"654","Hydrogen sulfide","C00283",25,0.00616729622749933,0.2120319591813
"627","Guanosine diphosphate","C00035",185,0.00616472780337301,0.211903781259352
"333","Aripiprazole","C12564",26,0.00616049759288407,0.211692671425772
"854","PA(16:0e/18:0)","None",41,0.00615614911323953,0.211475659337014
"152","3-Oxohexanoyl-CoA","C05269",8,0.00615016635544005,0.211177088141396
"242","5,6-Epoxy-8,11,14-eicosatrienoic acid","C14768",24,0.00614790664282202,0.21106431655332
"478","Deoxyadenosine monophosphate","C00360",8,0.00614749669066628,0.211043857776718
"972","Selenomethionine","C05335",7,0.00614025517934871,0.210682468135914
"652","Hydrogen phosphate","C01293",4,0.00613270713308552,0.210305780783205
"718","Lactosamine","C00203",21,0.00612769160898345,0.210055479654863
"860","Pantetheine","C00831",6,0.00612560928643745,0.209951560767777
"1052","Ureidosuccinic acid","C00438",3,0.00612215738009095,0.20977929241937
"98","2-Phospho-D-glyceric acid","C00631",6,0.0061183692012333,0.209590242297561
"825","Nicotinic acid adenine dinucleotide","C00857",6,0.00610695493612034,0.209020610215484
"399","Chondroitin 4-sulfate","C00634",9,0.00610423150298147,0.208884696525558
"816","NADPH","C00005",172,0.0060932343266586,0.208335879375809
"664","Hypothiocyanite","None",6,0.00607188220860016,0.207270295972408
"955","S-Adenosylmethionine","C00019",107,0.00606902332993327,0.207127622835652
"568","Fructose 6-phosphate","C00085",14,0.00606486732242831,0.20692021612267
"1070","Xanthylic acid","C00655",10,0.00606275187619533,0.206814644188754
"41","11-cis-Retinol","C00899",6,0.006062384881124,0.206796329197422
"1054","Uridine 5'-diphosphate","C00015",119,0.00606149919577269,0.206752128823089
"73","1D-myo-Inositol 3-phosphate","C04006",4,0.00606142003286405,0.206748178176068
"848","Oxoadipic acid","C00322",5,0.00606022339017341,0.206688459389039
"472","dCMP","C00239",8,0.00605243943576197,0.206299998974434
"662","Hyperforin","C07608",5,0.00604589563509984,0.20597342877837
"492","Dextrin","C00721",5,0.00604250037457949,0.205803987355706
"1058","Uridine diphosphate-N-acetylgalactosamine","C00203",28,0.00604124623444234,0.205741399142582
"493","DG(14:0/0:0/14:0)","None",103,0.0060412050488025,0.205739343761746
"224","5-Hydroxy-N-formylkynurenine","C05648",3,0.00603850204616733,0.205604449661802
"481","Deoxycytidine","C00881",8,0.00603797209840553,0.205578002471032
"855","PA(P-16:0e/18:2(9Z,12Z))","C15647",42,0.00603509345247669,0.205434342843559
"37","1,3-Diaminopropane","C00986",5,0.00602362254117527,0.204861883817657
"693","L-3-Hydroxykynurenine","C03227",5,0.00600698127764435,0.204031396922556
"324","Androsterone","C00523",26,0.00600528319277656,0.203946653523904
"151","3-Oxodecanoyl-CoA","C05265",8,0.00599572074452186,0.203469436878314
"836","Olanzapine","C07322",14,0.00599085485410492,0.203226603260737
"708","L-Glutamine","C00064",26,0.00598794936983468,0.203081604258355
"629","Guanosine monophosphate","C00144",163,0.00597827237858983,0.202598671312914
"867","PC(O-16:0/18:2(9Z,12Z))","None",61,0.00596890199355835,0.202131039636015
"237","5,10-Methenyltetrahydrofolic acid","C00445",7,0.00596867601574391,0.202119762150196
"76","2-(a-Hydroxyethyl)thiamine diphosphate","C05125",5,0.00595898599757431,0.201636179092443
"468","dADP","C00206",18,0.00595734503469994,0.201554286382796
"853","PA(16:0/16:0)","C00416",52,0.00595307670841663,0.201341274369873
"640","Heptanoic acid","C17714",8,0.00594338427426434,0.200857570741831
"839","Oleoyl-CoA","C00510",8,0.00594052200581922,0.200714728437248
"223","5-Hydroxy-L-tryptophan","C01017",5,0.00592175925125234,0.199778367940653
"1004","Testosterone","C00535",65,0.00591333082636057,0.199357745047088
"355","Bilirubin diglucuronide","C05787",17,0.00590696655806361,0.19904013446375
"742","LPA(18:0e/0:0)","None",23,0.00590379530805486,0.198881872348108
"210","4a-Hydroxytetrahydrobiopterin","C15522",4,0.00589570994517265,0.198478370059755
"994","Succinic acid","C00042",31,0.00589536290660501,0.198461051003304
"1036","Trichloroethanol glucuronide","C14869",16,0.00589212739036962,0.198299581663708
"20","(S)-Methylmalonic acid semialdehyde","C06002",14,0.00588759771686151,0.198073527044683
"865","PC(18:1(9Z)e/2:0)","C04598",65,0.00588718356526205,0.198052858693671
"815","NADP","C00006",176,0.00588679370066218,0.198033402392144
"143","3-Methyl-2-oxovaleric acid","C03465",5,0.00588309999222155,0.197849066842829
"580","Ganglioside GA1 (d18:1/12:0)","C06136",3,0.00588056948955551,0.197722781401927
"187","4-Hydroxy-L-proline","C01015",3,0.00587605387472936,0.197497428385345
"99","2-Phosphoglyceric acid","None",14,0.0058749150011722,0.197440592583025
"934","Pyruvic acid","C00022",49,0.00587434806629339,0.19741229953987
"430","Cytidine monophosphate N-acetylneuraminic acid","C00128",13,0.00586068295261045,0.196730338232506
"918","PS(16:0/16:0)","C02737",34,0.00585948970930274,0.19667078909263
"593","Geranylgeranyl-PP","C00353",5,0.00585537271575038,0.196465329381827
"469","Danazol","C06938",5,0.00585518996537819,0.196456209173563
"89","2-Methoxyestradiol","C05302",19,0.00585478722081915,0.196436110094083
"877","Phenylethylamine","C05332",7,0.00584922505503403,0.196158528660177
"117","27-Hydroxycholesterol","C06340",3,0.00584365074048199,0.195880340938671
"325","Angiotensin II","C02135",6,0.00584265131460866,0.195830464311883
"869","PE(P-16:0e/0:0)","None",27,0.00583831565901558,0.195614092210988
"167","3a,7a-Dihydroxy-5b-cholestan-26-al","C05445",13,0.00583464153178141,0.19543073386724
"871","Pelargonic acid","C01601",7,0.00582718820533685,0.195058773533482
"599","Glucose 1-phosphate","C00103",13,0.00582581190726106,0.19499008899438
"410","Cob(I)alamin","C00853",3,0.00582327018309027,0.194863243541156
"377","CDP-DG(16:0/16:0)","None",3,0.00581975927785276,0.194688030836647
"374","Carbonic acid","C01353",19,0.00580737152984729,0.19406981681947
"618","Glycocholic acid","C01921",4,0.00580567491986665,0.193985147025473
"354","Bilirubin","C00486",25,0.00579974155314717,0.193689040705469
"670","Inosinic acid","C00130",25,0.00579192024264225,0.193298716024607
"521","Dimethylglycine","C01026",3,0.00578805223805839,0.193105682177681
"554","Etiocholanolone","C04373",19,0.00578420794602427,0.192913831712159
"236","5-Thymidylic acid","C00364",10,0.00577346512231738,0.19237770810061
"411","Cob(II)alamin","C00541",3,0.00577303470428336,0.192356227968647
"317","Ammonia","C00014",69,0.00576544884731758,0.191977653662286
"353","Betaine aldehyde","C00576",8,0.00576253953685301,0.19183246371261
"90","2-Methoxyestrone","C05299",18,0.00576155558389249,0.191783359265847
"616","Glycine","C00037",35,0.00575755972590439,0.191583944859145
"787","N-Acetyllactosamine","C00611",6,0.00575105764567114,0.191259456732713
"859","Palmityl-CoA","C00154",95,0.00574462290801881,0.190938329356553
"43","11,12-EpETrE","None",3,0.00573868666354216,0.190642079421275
"1049","Urea","C00086",9,0.00573799676729993,0.190607649957005
"364","Cadaverine","C01672",3,0.00572675215727649,0.19004648455946
"169","3a,7a-Dihydroxy-5b-cholestane","C05452",3,0.00572500043728464,0.189959064484991
"533","Dolichyl diphosphate","C00621",5,0.00572453186132426,0.189935680071078
"336","Asymmetric dimethylarginine","C03626",3,0.00572310999609258,0.18986472149036
"677","Iodide","C00708",4,0.0057229866923451,0.189858567982472
"165","3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA","C05449",3,0.00571572434391723,0.18949613845987
"856","Palmitaldehyde","C00517",5,0.00570589927243407,0.18900581552886
"656","Hydroxykynurenine","C02794",5,0.00570486106520554,0.18895400350773
"429","Cytidine monophosphate","C00055",31,0.00570167095086099,0.188794799962152
"487","Deoxyuridine","C00526",5,0.00569876974924132,0.188650014686641
"723","Lathosterol","C01189",5,0.00568523292257209,0.187974455578454
"91","2-Methyl-3-hydroxybutyryl-CoA","C04405",6,0.00567999616152532,0.187713113558719
"691","L-2-Aminoadipate adenylate","C05560",3,0.00567616876932263,0.187522106483996
"792","N-Acetylserine","None",3,0.00567056685323664,0.187242541300245
"456","D-Ribose 5-phosphate","C00117",14,0.00565663268812315,0.186547152906243
"280","Acetyl-CoA","C00024",149,0.00565605478279661,0.186518312379837
"786","N-Acetylgalactosamine 4-sulphate","C16265",4,0.00565563303962574,0.186497265169338
"440","D-Fructose 2,6-bisphosphate","C00665",4,0.00565020758212545,0.186226506200492
"498","dGTP","C00286",24,0.00564863434012784,0.186147993120076
"733","Lipoamide","C00248",5,0.00564771888282095,0.186102306968
"732","Liothyronine","C02465",7,0.00564698500501893,0.186065682591729
"821","Niacinamide","C00153",34,0.00563447045340467,0.18544114040511
"647","Hyaluronic acid","C00518",24,0.00563343033034197,0.185389232773742
"641","Heptanoyl-CoA","None",94,0.00562445201693648,0.184941167540624
"695","L-Alanine","C00041",19,0.00561862885073528,0.184650560808202
"422","Crotonoyl-CoA","C00877",86,0.0056182701305216,0.184632658775949
"845","Oxalacetic acid","C00036",13,0.00561752108728103,0.184595277564239
"94","2-Methylbutyryl-CoA","C01033",84,0.00561219285923889,0.184329370858605
"758","Menadione","C05377",19,0.00560971044176374,0.184205485122557
"804","N'-Formylkynurenine","C02406",4,0.0056041453518298,0.18392775775819
"924","Pyridoxal 5'-phosphate","C00018",68,0.00560325148566228,0.183883149117943
"741","LPA(0:0/16:0)","C00416",34,0.0056018994284536,0.183815674326071
"363","Butyryl-CoA","C00136",90,0.00559824632422938,0.183633365141494
"596","Gluconolactone","C00198",7,0.0055819365507552,0.182819421350075
"5","(2E)-Hexadecenoyl-CoA","C05272",91,0.00558022021072532,0.18273376692247
"992","Stearoyl-CoA","C00412",90,0.00557471115331343,0.182458835876734
"178","3Z-dodecenoyl-CoA","C02944",90,0.00556662616583793,0.182055352323158
"139","3-Methoxy-4-hydroxyphenylglycol glucuronide","C03033",16,0.00556592469521531,0.182020345236208
"545","Eicosanoyl-CoA","C02041",88,0.00556120842568802,0.181784978490834
"1051","Ureidopropionic acid","C02642",4,0.00555720056202544,0.1815849649376
"834","Octanoyl-CoA","C01944",89,0.00555380114881865,0.181415316273962
"905","Pristanoyl-CoA","C07297",90,0.00554637756198552,0.181044840103802
"172","3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA","C05467",5,0.00554499922619555,0.180976053872006
"4","(2E)-Dodecenoyl-CoA","C03221",91,0.00554334759107124,0.18089362856075
"646","Hyaluronan","None",13,0.00554286933547025,0.180869761081673
"208","4a-Carbinolamine tetrahydrobiopterin","C00268",5,0.00553624008728566,0.180538926603183
"534","Dolichyl phosphate D-mannose","C03862",7,0.0055236332989794,0.17990978131874
"626","Guanosine","C00387",5,0.00551700882413039,0.179579185054892
"477","Deoxyadenosine","C00559",6,0.00551578099898836,0.179517910098935
"908","Propionyl-CoA","C00100",98,0.00550242794705239,0.178851522320037
"506","Dihydrobiopterin","C02953",7,0.00549943778521261,0.178702297459944
"717","L-Tyrosine","C00082",16,0.0054947488186607,0.178468293277167
"457","D-Ribulose 5-phosphate","C00117",11,0.00549097397576102,0.178279908690058
"674","Inositol 1,4,5-trisphosphate","C01245",24,0.00548693300758304,0.178078243046756
"339","Azelaic acid","C08261",3,0.00548542945926742,0.178003208048965
"48","12-Keto-tetrahydro-leukotriene B4","C02165",3,0.00548281505728314,0.177872735589201
"27","1-Methylhistamine","C05127",3,0.00547971865587732,0.177718208813952
"489","Dephospho-CoA","C00882",3,0.00547961335195378,0.177712953592295
"393","Cholesterol","C00187",19,0.00547686248927336,0.177575671023452
"39","10-Formyltetrahydrofolate","C00234",8,0.00547347885575324,0.177406809849476
"311","Alpha-D-Glucose 1,6-bisphosphate","C01231",3,0.00547268282089542,0.177367083508009
"702","L-Dopa","C00355",12,0.00546469559651025,0.176968478848706
"373","Carbon monoxide","C00237",5,0.00545564994793826,0.176517053235335
"1007","Tetradecanoyl-CoA","C02593",12,0.00545209700585343,0.176339742670243
"698","L-Aspartic acid","C00049",24,0.00545204823068549,0.176337308531892
"963","Sapropterin","C00272",6,0.00544478860141635,0.175975014709665
"166","3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA","C05447",3,0.0054419314876822,0.175832429652369
"849","Oxoglutaric acid","C00026",55,0.00543791948069724,0.175632209325477
"609","Glyceraldehyde","C02154",12,0.0054374947553685,0.175611013289558
"1057","Uridine diphosphate glucuronic acid","C00167",34,0.00542001383037442,0.174738622855091
"426","Cysteic acid","C00506",4,0.00541584795205249,0.174530723536237
"7","(3S)-3-Hydroxyadipyl-CoA","C14145",5,0.00541336074069282,0.174406598560046
"1071","Xylulose 5-phosphate","C00231",4,0.00541198458679351,0.174337921216112
"74","1D-Myo-inositol 3,4-bisphosphate","C04063",3,0.00540775732016372,0.174126958296643
"556","FADH","C01352",13,0.00540639786791609,0.174059114453291
"53","13-HETE","None",3,0.00539873452637379,0.17367667325754
"473","dCTP","C00458",22,0.00539377359169325,0.173429096429496
"929","Pyroglutamic acid","C01879",4,0.00539291914603967,0.173386455080986
"366","Calcidiol","C01561",3,0.00534317778434869,0.170904098560877
"367","Calcitriol","C01673",3,0.00534317778434869,0.170904098560877
"969","Selenocystathionine","C05699",3,0.00533637291959917,0.170564499888763
"232","5-Methylcytosine","C02376",4,0.00532884026517217,0.170188580669929
"479","Deoxyadenosine triphosphate","C00131",27,0.00532371636588662,0.169932871047846
"623","Guanidine","C17349",9,0.00531683448056327,0.169589428642526
"610","Glyceric acid","C00258",8,0.00531519681100045,0.169507700286509
"783","N-Acetyl-L-methionine","C02712",3,0.00530940863453179,0.169218839726443
"830","O-Phosphoethanolamine","C00346",8,0.00529262486688424,0.168381241123681
"225","5-Hydroxyindoleacetic acid","C05635",8,0.00528922759685565,0.168211699415948
"347","Beta-D-Fructose 6-phosphate","C05345",17,0.00528709978437501,0.168105510340994
"982","Spermidine","C00315",24,0.00528488634579964,0.167995048071916
"983","Spermine","C00750",21,0.00527572963715173,0.167538079974499
"829","Norspermidine","C03375",16,0.00526836828700957,0.167170709743749
"960","S-Methylmalonyl-CoA","C00683",3,0.00524938455371215,0.166223321242011
"591","GDP-L-fucose","C00325",8,0.00523317190865871,0.165414224671502
"191","4-Hydroxyphenylpyruvic acid","C01179",4,0.00521882409736212,0.164698193149433
"1030","Tiglyl-CoA","C03345",5,0.00521094135061996,0.164304802476027
"961","Saccharopine","C00449",3,0.00521077194943286,0.164296348462565
"916","Protoporphyrin IX","C02191",4,0.00519079384336159,0.163299335510376
"1028","Thymidine 5'-triphosphate","C00459",32,0.00518638544310611,0.163079333066828
"134","3-Hydroxybutyryl-CoA","C03561",4,0.00518442244485336,0.162981369091858
"697","L-Asparagine","C00152",10,0.00517931249958601,0.162726355848943
"268","7a,12a-Dihydroxy-cholestene-3-one","C05457",4,0.00517863105267399,0.162692348050852
"922","Putrescine","C00134",20,0.0051755095126785,0.162536566727278
"439","D-Fructose","C02336",14,0.00517092155666984,0.162307603503818
"524","DL-Dopa","C00355",3,0.00517080063393863,0.162301568821211
"34","1-Pyrroline-5-carboxylic acid","C04322",3,0.00516554998728983,0.162039533836636
"1046","UDP-D-Xylose","C00190",6,0.00515314043827392,0.161420231833956
"453","D-Pantothenoyl-L-cysteine","C04079",3,0.00514938535222667,0.161232833218075
"397","Choloyl-CoA","C01794",6,0.00513261724713657,0.160396016259607
"828","Norepinephrine","C00547",20,0.005129139059422,0.160222436332201
"679","Isobutanol","C14710",29,0.00511801034691309,0.159667054832423
"909","Propyl alcohol","C05979",29,0.00511801034691309,0.159667054832423
"954","S-Adenosylmethioninamine","C01137",3,0.00511426031518189,0.159479908453593
"613","Glycerol 3-phosphate","C00093",14,0.00510672579588772,0.159103896168044
"785","N-Acetylgalactosamine","C01074",12,0.00509865834199957,0.158701287633031
"597","Glucosamine 6-phosphate","C00352",11,0.00509075619828918,0.158306928948518
"770","Molybdopterin","C05924",5,0.00508532183751254,0.158035725659185
"772","Myo-inositol hexakisphosphate","C01204",6,0.00508296072803601,0.157917893832623
"310","Alpha-D-Glucose","C00267",24,0.0050671039669552,0.157126557750967
"192","4-Hydroxyproline","C01157",8,0.00506468851780391,0.157006014087789
"26","1-Butanol","C06142",30,0.00504811493655778,0.156178904895977
"594","Glucaric acid","C00818",11,0.00504070386640367,0.155809053374172
"764","Methylarsonate","C07294",3,0.00501549897830826,0.154551196408154
"763","Methylamine","C00218",5,0.00500990831979812,0.154272193036864
"458","D-Sedoheptulose 7-phosphate","C00281",4,0.00500216131819925,0.15388557676267
"349","Beta-D-Glucose","C00221",15,0.00499279918422175,0.15341835685692
"345","Beta-Aminopropionitrile","C05670",3,0.00499152277160334,0.15335465712941
"475","Dehydroascorbic acid","C00425",4,0.00498509966173842,0.153034110041222
"176","3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA","C05450",3,0.00498055205189601,0.152807160304435
"684","Isopropyl alcohol","C01845",36,0.00497196542259044,0.152378642175501
"267","7a,12a-Dihydroxy-5b-cholestan-3-one","C05453",3,0.00496971754703242,0.152266461319205
"271","8,11,14-Eicosatrienoic acid","C03242",5,0.00496738816489992,0.15215021285459
"731","Linoleoyl-CoA","C02050",5,0.00496738816489992,0.15215021285459
"427","Cysteinylglycine","C01419",6,0.00495101365832154,0.151333038539561
"121","3-Aminopropionaldehyde","C05665",11,0.00492737284337173,0.150153237079844
"128","3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","None",6,0.00490322744297568,0.148948254142784
"754","Mannose 6-phosphate","C00275",14,0.00488979891532504,0.148278099727308
"17","(S)-3-Hydroxyisobutyryl-CoA","C06000",4,0.00488740254452004,0.148158508174319
"715","L-Serine","C00065",18,0.00488553245782362,0.148065180976466
"31","1-Phenylethylamine","C02455",5,0.00486284949626871,0.146933181457414
"60","16a-Hydroxyestrone","C05300",3,0.00483863564288843,0.145724782355095
"314","Aminoacetone","C01888",5,0.00482632891193936,0.1451106115167
"726","Leukotriene C4","C02166",5,0.00481569308363565,0.14457982754057
"144","3-Methylcrotonyl-CoA","C03069",7,0.0048148150717422,0.14453601011229
"765","Methylmalonic acid","C02170",7,0.00480259551441888,0.143926189697987
"170","3a,7a-Dihydroxy-5b-cholestanoyl-CoA","C04644",4,0.00479849456646937,0.143721530747467
"213","4a-Methylzymosterol-4-carboxylic acid","C15808",3,0.00479613868176126,0.14360395966443
"130","3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA","C11947",3,0.0047894210092737,0.143268712346452
"600","Glucose 6-phosphate","C00092",19,0.00478228421080467,0.142912548429542
"221","5-Diphosphoinositol pentakisphosphate","C11526",4,0.00477363894188696,0.142481103874419
"1033","Trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA","C16374",3,0.00476984788911394,0.142291910329063
"710","L-Kynurenine","C00328",8,0.00475171987413056,0.141387226688309
"760","Methacrylyl-CoA","C03460",6,0.00474405755121944,0.141004836327632
"970","Selenocysteine","C05688",17,0.00473659744002876,0.140632537399228
"933","Pyruvaldehyde","C00546",9,0.00473647199815732,0.140626277187668
"704","L-Fucose","C01019",4,0.00472165194380678,0.139886678244358
"404","cis,cis-3,6-Dodecadienoyl-CoA","C05280",3,0.00471602817695251,0.139606022591926
"229","5-L-Glutamyl-taurine","C05844",5,0.0047126171002073,0.139435791856152
"510","Dihydrolipoamide","C00579",3,0.00468734041236876,0.138174351703939
"777","N-Acetyl-D-Glucosamine 6-Phosphate","C00357",6,0.0046817241994248,0.137894073031506
"559","Fe3+","C14819",5,0.00467806159877749,0.137711289925288
"672","Inositol 1,3,4,5-tetraphosphate","C01272",8,0.00467235082965855,0.137426292400586
"199","4-Phosphopantothenoylcysteine","C04352",4,0.00466589753507032,0.137104238935367
"434","D-4'-Phosphopantothenate","C03492",4,0.00466589753507032,0.137104238935367
"668","Indoleacetaldehyde","C00637",8,0.00465361703205297,0.136491377009215
"809","N4-Acetylaminobutanal","C05936",8,0.00465361703205297,0.136491377009215
"878","Phenylpyruvic acid","C00166",5,0.0046489929271788,0.136260609766546
"988","Squalene","C00751",5,0.00462555777599589,0.135091072014443
"181","4-Aminobutyraldehyde","C00555",6,0.00460651589288082,0.134140781529845
"201","4-Trimethylammoniobutanal","C01149",6,0.00460651589288082,0.134140781529845
"226","5-Hydroxykynurenamine","C05638",3,0.00458550252193516,0.13309210339553
"749","LysoSM(d18:1)","C03640",10,0.00456434401935621,0.132036182426601
"776","N-Acetyl-b-D-galactosamine","C05021",4,0.00456287704295661,0.131962972560473
"177","3a,7b,12a-Trihydroxyoxocholanyl-Glycine","None",3,0.00455110722967866,0.131375596748116
"465","D-Xylose","C00181",5,0.00452301283285856,0.12997353804377
"390","Chitobiose","C01674",3,0.0045200151001488,0.1298239353573
"891","Phosphoroselenoic acid","C05172",3,0.00451944749955871,0.129795609091639
"451","D-Mannose 1-phosphate","C00636",4,0.00447310603630765,0.127482925450863
"1027","Thymidine 3',5'-cyclic monophosphate","C00364",5,0.00446589427723481,0.127123020604125
"953","S-Acetyldihydrolipoamide-E","C16255",6,0.00442616769533543,0.125140454461039
"515","Dihydroxyacetone","C00184",5,0.00442247777745365,0.12495630808062
"61","16b-Hydroxyestrone","C05300",4,0.00441762026528935,0.124713892582077
"967","Se-Methylselenocysteine","C05689",7,0.00439015416318438,0.123343189100619
"485","Deoxyribose 1-phosphate","C00672",3,0.00436724846232895,0.122200073714688
"519","Dimethylamine","C00543",3,0.00436620427632112,0.122147963320911
"315","Aminoadipic acid","C00956",5,0.00434687773218181,0.121183466748553
"97","2-Oxo-4-methylthiobutanoic acid","C01180",4,0.0043372989269044,0.120705433801185
"581","Ganglioside GA2 (d18:1/12:0)","C06135",10,0.00431408769402337,0.119547070754352
"658","Hydroxyphenylacetylglycine","C05596",4,0.00430618756511614,0.119152812619152
"737","Lithocholic acid glycine conjugate","C15557",4,0.00429052340471513,0.118371088328108
"71","1D-Myo-inositol 1,4-bisphosphate","C01220",6,0.00428451057737322,0.118071016503593
"789","N-Acetylneuraminic acid","C19910",9,0.00420441621154922,0.114073884851622
"779","N-Acetyl-D-mannosamine 6-phosphate","C04257",6,0.00416519365164455,0.112116472066673
"252","6-Phosphonoglucono-D-lactone","C01236",3,0.00407655223900526,0.107692797660978
"898","Poly-N-acetyllactosamine","None",3,0.00403981856261396,0.105859593301516
"115","25-Hydroxycholesterol","C15519",3,0.00402787969638291,0.105263780854413
"971","Selenohomocysteine","C05698",4,0.00401428212237342,0.104585190133278
"350","Beta-D-Glucose 6-phosphate","C01172",9,0.00399522443518502,0.103634110941996
"907","Propinol adenylate","C05983",4,0.00398997657486685,0.103372215010028
"302","Aflatoxin B1","C06800",3,0.00395584626365139,0.101668932315328
"526","Docosahexaenoic acid","C06429",4,0.00395230929601494,0.101492418959536
"782","N-Acetyl-L-aspartic acid","C01042",7,0.00393727629563,0.100742192885023
"788","N-Acetylmannosamine","C00645",7,0.00390472604065351,0.0991177633373549
"352","Betaine","C00719",4,0.00384414523034804,0.0960944611127498
"981","Sorbitol-6-phosphate","C00644",3,0.00375695253494913,0.0917430853447525
"251","6-Phosphogluconic acid","C00345",4,0.00367149687438349,0.0874783967842913
"912","Prostaglandin F2a","C00639",3,0.00365987170091293,0.086898239261839
"228","5-Hydroxylysine","C16741",3,0.00363509743731459,0.0856618727313789
"527","Docosanoyl-CoA","None",4,0.00363486262191002,0.0856501542031615
"766","Methylmalonyl-CoA","C00683",4,0.00362799805890594,0.0853075762730126
"285","Adenine","C00147",4,0.00362753528711808,0.0852844815179466
"735","Lithium","C15473",6,0.00362433522987276,0.0851247817691339
"512","Dihydroneopterin triphosphate","C04895",6,0.00355261572699345,0.0815455999868292
"168","3a,7a-Dihydroxy-5b-cholestanate","None",7,0.0034955162280067,0.0786960335739662
"346","Beta-D-Fructose 2-phosphate","C03267",4,0.00347384932051345,0.077614740516076
"261","7,8-Dihydroneopterin","C04874",5,0.00346313887239214,0.0770802326171491
"13","(R)-lipoic acid","C00725",6,0.0034459160125493,0.0762207209959875
"179","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid","C05645",4,0.00342087002870129,0.0749707941907288
"180","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","C01252",5,0.0032018123020308,0.0640386572810301
"459","D-Serine","C00740",3,0.00309922226804467,0.0589188730389795
"653","Hydrogen selenide","C01528",6,0.00305979809006167,0.0569513984476322
"145","3-Methylglutaconyl-CoA","C03231",3,0.00295466082537934,0.051704493947672
"671","Inositol 1,3,4-trisphosphate","C01243",6,0.0028555852354044,0.0467600990136164
"175","3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA","C05448",3,0.00277644577170278,0.0428106220182323
"673","Inositol 1,3,4,5,6-pentakisphosphate","C01284",4,0.00274616876396251,0.0412996395075336
"391","Chloroacetic acid","C06755",3,0.00266406109792817,0.0372020335473776
"327","Aniline","C00292",27,0.00228454010430075,0.0182619325726204
"968","Selenite","C05684",3,0.00218175699950728,0.0131325130781127
"279","Acetyl adenylate","C05993",3,0.00191860822227145,0
