"","Metabolite","KEGG_ID","Gene_Count","Structural_Score","Normalized_Score"
"376","CDP","C00112",21,0.00108277033510453,0.105389645950174
"20","(S)-Methylmalonic acid semialdehyde","C06002",14,0.00108051794508383,0.105170413321492
"479","Deoxyadenosine triphosphate","C00131",27,0.00107830717244924,0.104955231451726
"368","Canavaninosuccinate","None",2,0.00107758620689655,0.104885057471264
"821","Niacinamide","C00153",34,0.00107291479933817,0.104430373802248
"14","(S)-3-Hydroxybutyric acid","C03197",2,0.00107066381156317,0.104211277658815
"433","D-2-Hydroxyglutaric acid","C01087",2,0.00107066381156317,0.104211277658815
"638","Heparin","C00374",21,0.00106659502978673,0.103815249565908
"609","Glyceraldehyde","C02154",12,0.0010648546943803,0.103645856919682
"450","D-Mannose","C00159",45,0.0010553086867537,0.102716712177361
"342","Benzoyl-CoA","C00512",2,0.00105485232067511,0.10267229254571
"633","Heme","C00032",137,0.00105359591431204,0.102550002326372
"441","D-Galactose","C00984",14,0.00104547299815191,0.101759371820119
"227","5-Hydroxykynurenine","C05651",2,0.00104166666666667,0.101388888888889
"734","Lipoyl-GMP","None",2,0.00104166666666667,0.101388888888889
"842","Orotic acid","C00295",2,0.00104166666666667,0.101388888888889
"629","Guanosine monophosphate","C00144",163,0.00103553892284418,0.100792455156833
"251","6-Phosphogluconic acid","C00345",4,0.0010351966873706,0.100759144237405
"174","3a,7a,12a-Trihydroxy-5b-cholestanoic acid","C04722",11,0.00103445865879589,0.100687309456133
"209","4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol","C15808",11,0.00103445865879589,0.100687309456133
"295","Adenylsuccinic acid","C03794",2,0.00103305785123967,0.100550964187328
"305","AICAR","C04677",2,0.00103305785123967,0.100550964187328
"962","SAICAR","C04823",2,0.00103305785123967,0.100550964187328
"567","Fructose 1,6-bisphosphate","C00354",8,0.00103292426438031,0.100537961733017
"169","3a,7a-Dihydroxy-5b-cholestane","C05452",3,0.00103199174406605,0.100447196422429
"267","7a,12a-Dihydroxy-5b-cholestan-3-one","C05453",3,0.00103199174406605,0.100447196422429
"968","Selenite","C05684",3,0.00102722136620442,0.0999828796438966
"440","D-Fructose 2,6-bisphosphate","C00665",4,0.00102583506758319,0.0998479465780973
"330","Arachidonic acid","C00219",99,0.00102299090754336,0.0995711150008873
"997","Sulfate","C00059",24,0.00101826601143989,0.0991112251134823
"308","All-trans-retinoic acid","C00777",52,0.0010171058504352,0.0989983027756928
"745","LysoPC(18:1(9Z))","C04230",23,0.00101234832906367,0.0985352373621974
"896","PIP3(16:0/16:0)","C00626",71,0.0010043324317041,0.097755023352532
"666","IDP","C00104",24,0.00100115925978779,0.0974461679526786
"911","Prostaglandin E2","C00584",12,0.00100073217312994,0.0974045981846473
"781","N-Acetyl-L-alanine","None",4,0.001,0.0973333333333333
"65","18-Hydroxycorticosterone","C01124",2,0.00099403578528827,0.096752816434725
"1002","Taurochenodesoxycholic acid","C05465",2,0.00099403578528827,0.096752816434725
"879","Phosphatidylinositol-3,4,5-trisphosphate","C05981",70,0.000993835317374402,0.0967333042244418
"237","5,10-Methenyltetrahydrofolic acid","C00445",7,0.000991243181687256,0.0964810030175596
"676","Inositol phosphate","C01177",5,0.000990252560354285,0.0963845825411505
"617","Glycineamideribotide","C03838",1,0.00099009900990099,0.0963696369636964
"623","Guanidine","C17349",9,0.000986666558700457,0.0960355450468445
"328","Anserine","C01262",2,0.000986193293885602,0.0959894806048652
"576","Galactosylglycerol","C05401",5,0.00098484554064774,0.0958582992897133
"123","3-Carboxy-1-hydroxypropylthiamine diphosphate","C05381",2,0.000983808058225177,0.0957573176672506
"197","4-OH-Retinal","None",2,0.0009765625,0.0950520833333333
"423","Cyclic AMP","C00575",143,0.000975444794769113,0.094943293357527
"360","Bradykinin","C00306",11,0.000971262395074175,0.0945362064538863
"51","12(S)-Leukotriene B4","C04853",2,0.000961538461538462,0.0935897435897436
"187","4-Hydroxy-L-proline","C01015",3,0.000960614793467819,0.0934998398975344
"838","Oleic acid","C00712",8,0.000959850152647142,0.0934254148576551
"109","20alpha-Hydroxycholesterol","C05500",2,0.000959692898272553,0.0934101087651951
"783","N-Acetyl-L-methionine","C02712",3,0.000957854406130268,0.0932311621966794
"280","Acetyl-CoA","C00024",149,0.000955251702611764,0.092977832387545
"451","D-Mannose 1-phosphate","C00636",4,0.000954198473282443,0.0928753180661578
"744","LysoPC(14:0)","C04230",22,0.000950906607936865,0.0925549098391882
"171","3a,7a-Dihydroxycoprostanic acid","None",12,0.000948253770562898,0.0922967003347887
"25","1-(sn-Glycero-3-phospho)-1D-myo-inositol","C01225",2,0.000927643784786642,0.0902906617192332
"772","Myo-inositol hexakisphosphate","C01204",6,0.000925925925925926,0.0901234567901235
"850","Oxygen","C00007",162,0.000922827454417475,0.0898218722299676
"1004","Testosterone","C00535",65,0.000920986764144377,0.0896427117100527
"1058","Uridine diphosphate-N-acetylgalactosamine","C00203",28,0.000918449843179081,0.0893957847360973
"845","Oxalacetic acid","C00036",13,0.000904644710480598,0.0880520851534448
"718","Lactosamine","C00203",21,0.000901372190975177,0.0877335599215839
"556","FADH","C01352",13,0.000900201971994321,0.0876196586074473
"204","4,5-Dihydroorotic acid","C00337",2,0.000898876404494382,0.0874906367041199
"742","LPA(18:0e/0:0)","None",23,0.000896985562061395,0.0873065947073091
"568","Fructose 6-phosphate","C00085",14,0.000894026604461948,0.087018589500963
"717","L-Tyrosine","C00082",16,0.000892187683560395,0.0868396011998785
"482","Deoxyguanosine","C00330",6,0.00089204476366579,0.0868256903301369
"860","Pantetheine","C00831",6,0.000891617281777465,0.0867840820930066
"630","Guanosine triphosphate","C00044",484,0.000891073582172931,0.0867311619981653
"167","3a,7a-Dihydroxy-5b-cholestan-26-al","C05445",13,0.000889349559365466,0.086563357111572
"764","Methylarsonate","C07294",3,0.000888888888888889,0.0865185185185185
"422","Crotonoyl-CoA","C00877",86,0.000879565118921554,0.0856110049083646
"324","Androsterone","C00523",26,0.000879130223598285,0.0855686750968998
"841","Ornithine","C00077",16,0.000878093612557509,0.0854677782889309
"551","Ethanolamine","C00189",14,0.000874202978637721,0.0850890899207382
"1051","Ureidopropionic acid","C02642",4,0.000874125874125874,0.0850815850815851
"955","S-Adenosylmethionine","C00019",107,0.000873659810795409,0.0850362215840865
"715","L-Serine","C00065",18,0.00087255886079479,0.0849290624506929
"126","3-Dehydrosphinganine","C02934",32,0.000870476468284382,0.0847263762463466
"544","Ecgonine methyl ester","C12448",4,0.000869565217391304,0.0846376811594203
"160","3,4-Dihydroxymandelaldehyde","C05577",12,0.000866966639396418,0.0843847529012514
"86","2-Hydroxyphytanoyl-CoA","C07343",2,0.000865051903114187,0.0841983852364475
"677","Iodide","C00708",4,0.000865051903114187,0.0841983852364475
"903","Pristanal","None",2,0.000865051903114187,0.0841983852364475
"274","9-cis-Retinal","C16681",9,0.000863557858376511,0.0840529648819804
"26","1-Butanol","C06142",30,0.00086285572803823,0.0839846241957211
"606","Glucosylsphingosine","C03108",30,0.000860913143047457,0.0837955459232859
"288","Adenosine 3',5'-diphosphate","C00054",34,0.00085973059578243,0.0836804446561565
"378","CDP-Ethanolamine","C00570",3,0.000856898029134533,0.0834047415024279
"774","Myristic acid","C06424",55,0.000856803251050879,0.0833955164356189
"563","Formyl-CoA","C00798",10,0.000856783061535171,0.0833935513227566
"199","4-Phosphopantothenoylcysteine","C04352",4,0.000856656691896966,0.0833812513446381
"434","D-4'-Phosphopantothenate","C03492",4,0.000856656691896966,0.0833812513446381
"582","Ganglioside GD2 (d18:1/12:0)","None",28,0.000855775808915453,0.0832955120677707
"149","3-O-Sulfogalactosylceramide (d18:1/24:0)","C06125",54,0.000855606827260027,0.0832790645199759
"217","5-Aminolevulinic acid","C00430",2,0.000851788756388416,0.0829074389551391
"71","1D-Myo-inositol 1,4-bisphosphate","C01220",6,0.000848354428114259,0.0825731643364546
"671","Inositol 1,3,4-trisphosphate","C01243",6,0.000848354428114259,0.0825731643364546
"604","Glucosylceramide (d18:1/20:0)","C01190",49,0.000845232434169058,0.0822692902591216
"332","Argininosuccinic acid","C03406",5,0.000844257623254488,0.0821744086634369
"347","Beta-D-Fructose 6-phosphate","C05345",17,0.000837619477067931,0.0815282957679453
"972","Selenomethionine","C05335",7,0.000836257853318943,0.0813957643897105
"74","1D-Myo-inositol 3,4-bisphosphate","C04063",3,0.000835421888053467,0.0813143971038708
"641","Heptanoyl-CoA","None",94,0.00083361693118725,0.081138714635559
"643","Homo-L-arginine","C01924",1,0.000831255195344971,0.0809088390135772
"4","(2E)-Dodecenoyl-CoA","C03221",91,0.000831237365134655,0.0809071035397731
"5","(2E)-Hexadecenoyl-CoA","C05272",91,0.000831237365134655,0.0809071035397731
"577","Galactosylsphingosine","C01747",32,0.000830610115523534,0.0808460512442907
"363","Butyryl-CoA","C00136",90,0.000828440052803108,0.0806348318061692
"656","Hydroxykynurenine","C02794",5,0.000828189300411523,0.0806104252400549
"536","Dopamine","C03758",23,0.000826485882139237,0.0804446258615524
"584","Ganglioside GD3 (d18:1/24:1(15Z))","C06133",29,0.000826266298263196,0.0804232530309511
"605","Glucosylceramide (d18:1/24:0)","None",46,0.000825323839021943,0.0803315203314691
"627","Guanosine diphosphate","C00035",185,0.000821312846735869,0.0799411170822913
"602","Glucosylceramide (d18:1/12:0)","C01190",47,0.00081880506286459,0.0796970261188201
"1060","Uridine diphosphategalactose","C00052",12,0.000816970954478563,0.0795185062359134
"94","2-Methylbutyryl-CoA","C01033",84,0.000810058890140758,0.0788457319737005
"934","Pyruvic acid","C00022",49,0.000809767500571987,0.0788173700556734
"178","3Z-dodecenoyl-CoA","C02944",90,0.000802159159613163,0.0780768248690145
"603","Glucosylceramide (d18:1/16:0)","C01190",48,0.000801746624054911,0.0780366714080114
"882","Phosphocreatine","C02305",3,0.000799360511590727,0.0778044231281641
"583","Ganglioside GD3 (d18:1/12:0)","C06133",30,0.000798724088321089,0.0777424779299194
"861","Pantetheine 4'-phosphate","C01134",9,0.000797975530005855,0.0776696182539032
"990","Stearic acid","C01530",58,0.00079583854229325,0.077461618116543
"1046","UDP-D-Xylose","C00190",6,0.000793650793650794,0.0772486772486773
"871","Pelargonic acid","C01601",7,0.000791510502485821,0.0770403555752865
"872","Pentadecanoic acid","C16537",50,0.000791333209320722,0.0770230990405503
"920","Pterin","C00715",1,0.000790513833992095,0.0769433465085639
"908","Propionyl-CoA","C00100",98,0.000789703643606408,0.0768644879776904
"857","Palmitic acid","C00249",69,0.000789580770954526,0.0768525283729072
"407","Citrulline","C00327",13,0.00078921255435175,0.0768166886235704
"679","Isobutanol","C14710",29,0.000788431855341143,0.0767407005865379
"909","Propyl alcohol","C05979",29,0.000788431855341143,0.0767407005865379
"411","Cob(II)alamin","C00541",3,0.00078679084890265,0.076580975959858
"608","Glutaryl-CoA","C00527",5,0.000786450531738008,0.0765478517558328
"848","Oxoadipic acid","C00322",5,0.000786450531738008,0.0765478517558328
"639","Heptadecanoyl CoA","None",135,0.000785656441642672,0.0764705603198867
"471","dCDP","C00705",10,0.000784440146142274,0.0763521742245147
"834","Octanoyl-CoA","C01944",89,0.000782909367414924,0.076203178428386
"961","Saccharopine","C00449",3,0.000777000777000777,0.0756280756280756
"545","Eicosanoyl-CoA","C02041",88,0.000773238031497996,0.075261835065805
"895","Phytosphingosine","C12144",31,0.000772958795149441,0.0752346560612123
"859","Palmityl-CoA","C00154",95,0.000770864549137824,0.0750308161160816
"494","DG(14:0/14:0/0:0)","C16667",113,0.000769474055481021,0.074895474733486
"495","DG(16:0/16:0/0:0)","C00165",114,0.000762724283064521,0.0742384968849467
"496","DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","None",119,0.000758657042587457,0.0738426188118458
"6","(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid","None",15,0.000758603016450318,0.073837360267831
"313","Alpha-Lactose","C00243",4,0.000757876043424179,0.0737666015599534
"905","Pristanoyl-CoA","C07297",90,0.000756054964131374,0.0735893498421204
"992","Stearoyl-CoA","C00412",90,0.000756054964131374,0.0735893498421204
"54","13-L-Hydroperoxylinoleic acid","C04717",2,0.000755287009063444,0.0735146022155086
"276","9(S)-HPODE","C14827",2,0.000755287009063444,0.0735146022155086
"765","Methylmalonic acid","C02170",7,0.000754898836753466,0.0734768201106707
"575","Galactosylceramide (d18:1/16:0)","C02686",52,0.000752482546422675,0.0732416345184737
"516","Dihydroxyacetone phosphate","C00111",12,0.000749565656718339,0.072957723920585
"493","DG(14:0/0:0/14:0)","None",103,0.000748894935184941,0.072892440358001
"793","N-Glycoloylganglioside GM1","C01808",32,0.000748803832801021,0.0728835730592994
"827","Nitric oxide","C00533",6,0.000747993027153889,0.0728046546429785
"587","Ganglioside GM3 (d18:1/12:0)","C04730",35,0.000743652524346058,0.0723821790363496
"987","Sphingosine 1-phosphate","C06124",37,0.000742779713789083,0.0722972254754707
"940","Rabeprazole","C07864",4,0.000738563786363942,0.0718868752060903
"849","Oxoglutaric acid","C00026",55,0.000737593301136395,0.0717924146439424
"30","1-Pentanol","C16834",31,0.000737565284028811,0.0717896876454709
"978","SM(d18:1/18:0)","C00550",39,0.000736215992009098,0.0716583565555522
"350","Beta-D-Glucose 6-phosphate","C01172",9,0.000729088560538653,0.0709646198924289
"794","N-Glycoloylganglioside GM2","C01808",33,0.000726112807564627,0.0706749799362903
"571","Galabiosylceramide (d18:1/9Z-18:1)","C06126",45,0.0007243721517531,0.0705055561039684
"985","Sphinganine 1-phosphate","C01120",38,0.000723232879215686,0.0703946669103267
"489","Dephospho-CoA","C00882",3,0.000720720720720721,0.0701501501501502
"310","Alpha-D-Glucose","C00267",24,0.000720019965338952,0.0700819432929913
"538","dTDP","C00363",16,0.000719971668997881,0.0700772424491271
"698","L-Aspartic acid","C00049",24,0.000718879155329044,0.0699709044520269
"370","Caproic acid","C01585",10,0.000717456044550532,0.0698323883362518
"651","Hydrogen peroxide","C00027",46,0.000714662860611149,0.0695605184328185
"995","Succinic acid semialdehyde","C00232",3,0.000713775874375446,0.0694741851058768
"977","SM(d16:1/24:1(15Z))","None",37,0.000711507806580706,0.0692534265071887
"286","Adenosine","C00212",16,0.000711115281872756,0.0692152207689482
"588","Ganglioside GM3 (d18:1/25:0)","C04730",37,0.000703455090597622,0.0684696288181686
"388","Chenodeoxyglycocholoyl-CoA","None",3,0.00070323488045007,0.0684481950304735
"862","Pantoprazole","C11806",7,0.000701327051222071,0.0682624996522816
"684","Isopropyl alcohol","C01845",36,0.000700027011195111,0.0681359624229908
"719","Lactosylceramide (d18:1/12:0)","C01290",54,0.000699992684039178,0.06813262124648
"890","Phosphoric acid","C00009",585,0.000699900388604269,0.0681236378241489
"384","Ceramide (d18:1/20:0)","C00195",56,0.00069984092419329,0.0681178499548136
"828","Norepinephrine","C00547",20,0.000699782402760399,0.0681121538686789
"443","D-Glucose","C00031",27,0.000698948488949261,0.0680309862577281
"996","Succinyl-CoA","C00091",13,0.000698374472780801,0.0679751153506647
"382","Ceramide (d18:1/12:0)","C00195",54,0.00069550194123555,0.0676955222802602
"226","5-Hydroxykynurenamine","C05638",3,0.000694444444444444,0.0675925925925926
"524","DL-Dopa","C00355",3,0.000694444444444444,0.0675925925925926
"431","Cytidine triphosphate","C00063",50,0.000694282228238094,0.0675768035485078
"1039","Trihexosylceramide (d18:1/12:0)","C04737",47,0.000693547804869989,0.0675053196740123
"640","Heptanoic acid","C17714",8,0.000692571689675093,0.0674103111283757
"779","N-Acetyl-D-mannosamine 6-phosphate","C04257",6,0.000692520775623269,0.0674053554939982
"789","N-Acetylneuraminic acid","C19910",9,0.000691248928468772,0.0672815623709605
"1070","Xanthylic acid","C00655",10,0.000689679945400338,0.0671288480189662
"1055","Uridine 5'-monophosphate","C00105",24,0.0006882146587499,0.0669862267849903
"933","Pyruvaldehyde","C00546",9,0.000687300555364344,0.0668972540554628
"566","Fructose 1-phosphate","C01094",4,0.000686813186813187,0.0668498168498169
"924","Pyridoxal 5'-phosphate","C00018",68,0.000686125424454553,0.0667828746469098
"148","3-O-Sulfogalactosylceramide (d18:1/12:0)","C06125",45,0.000684650256275502,0.0666392916108155
"383","Ceramide (d18:1/16:0)","C00195",61,0.000683525178052499,0.0665297839971099
"597","Glucosamine 6-phosphate","C00352",11,0.000683358208761558,0.0665135323194583
"412","Coenzyme A","C00010",159,0.00068117182242334,0.0663007240492051
"601","Glucosylceramide","C01190",46,0.000681047888957042,0.0662886611918188
"585","Ganglioside GM1 (18:1/12:0)","C04911",39,0.000680686659275343,0.0662535015028001
"396","Cholic acid","C00695",24,0.000680110247499519,0.0661973974232865
"1007","Tetradecanoyl-CoA","C02593",12,0.000679840978177034,0.0661711885425646
"766","Methylmalonyl-CoA","C00683",4,0.000676739926739927,0.0658693528693529
"469","Danazol","C06938",5,0.000672268907563025,0.0654341736694678
"490","Dermatan","C00426",13,0.00067194108921754,0.0654022660171738
"705","L-Glutamic acid","C00025",82,0.000671544082195616,0.0653636240003733
"381","Cer(d18:1/23:0)","None",50,0.000670340734130599,0.065246498122045
"541","dUDP","C01346",8,0.000664893617021277,0.0647163120567376
"586","Ganglioside GM2 (d18:1/12:0)","C04884",40,0.000663669492793459,0.0645971639652301
"53","13-HETE","None",3,0.000662690523525513,0.06450187762315
"457","D-Ribulose 5-phosphate","C00117",11,0.000662312803412065,0.064465112865441
"800","N-Palmitoylsphingosine","None",48,0.000659403438848727,0.0641819347146094
"741","LPA(0:0/16:0)","C00416",34,0.000658509035138525,0.0640948794201498
"526","Docosahexaenoic acid","C06429",4,0.000657894736842105,0.0640350877192983
"958","S-Glutaryldihydrolipoamide","C06157",3,0.000655872038816785,0.0638382117781671
"428","Cytidine","C00475",15,0.0006556195204334,0.0638136333221843
"1009","Tetrahexosylceramide (d18:1/9Z-18:1)","C03272",43,0.000655615360122724,0.0638132283852785
"510","Dihydrolipoamide","C00579",3,0.000654878847413228,0.0637415411482209
"930","Pyrophosphate","C00013",289,0.000653791977946311,0.0636357525201076
"1003","Taurocholic acid","C05122",24,0.000649205842949217,0.0631893687137238
"252","6-Phosphonoglucono-D-lactone","C01236",3,0.000647249190938511,0.0629989212513484
"393","Cholesterol","C00187",19,0.000645064954005297,0.0627863221898489
"1028","Thymidine 5'-triphosphate","C00459",32,0.000645041500102351,0.0627840393432955
"391","Chloroacetic acid","C06755",3,0.000644745325596389,0.0627552116913819
"48","12-Keto-tetrahydro-leukotriene B4","C02165",3,0.000641025641025641,0.0623931623931624
"1008","Tetrahexosylceramide (d18:1/12:0)","C03272",48,0.000638011468950168,0.0620997829778163
"465","D-Xylose","C00181",5,0.000632911392405063,0.0616033755274262
"507","Dihydroceramide","C12126",53,0.000632396918991131,0.0615533001151367
"181","4-Aminobutyraldehyde","C00555",6,0.000631587257727075,0.0614744930854353
"201","4-Trimethylammoniobutanal","C01149",6,0.000631587257727075,0.0614744930854353
"707","L-Glutamic gamma-semialdehyde","C01165",2,0.000628930817610063,0.0612159329140461
"720","Lactosylceramide (d18:1/18:0)","C01290",49,0.000628760439436685,0.061199349438504
"34","1-Pyrroline-5-carboxylic acid","C04322",3,0.000621890547263682,0.060530679933665
"621","Glyoxylic acid","C00048",9,0.00062050523145624,0.0603958425284074
"192","4-Hydroxyproline","C01157",8,0.000619797987227105,0.0603270040901049
"670","Inosinic acid","C00130",25,0.000619472626290229,0.0602953356255823
"771","Myo-inositol 1-phosphate","C04006",5,0.000619195046439629,0.0602683178534572
"600","Glucose 6-phosphate","C00092",19,0.00061826233966471,0.0601775343940318
"881","Phosphoadenosine phosphosulfate","C00053",37,0.000615090495870743,0.0598688082647523
"13","(R)-lipoic acid","C00725",6,0.000609292351986475,0.0593044555933503
"349","Beta-D-Glucose","C00221",15,0.000609123909033111,0.0592880604792228
"607","Glutaric acid","C00489",3,0.000608272506082725,0.0592051905920519
"971","Selenohomocysteine","C05698",4,0.000606793761280348,0.0590612594312872
"754","Mannose 6-phosphate","C00275",14,0.000602631668940151,0.0586561491101747
"986","Sphingosine","C00319",50,0.000602567041113974,0.0586498586684268
"232","5-Methylcytosine","C02376",4,0.000600068048217022,0.0584066233597902
"892","Phosphorylcholine","C00588",13,0.000598778491876572,0.058281106542653
"830","O-Phosphoethanolamine","C00346",8,0.000597885433491821,0.058194182193204
"984","Sphinganine","C00836",46,0.00059745324804774,0.0581521161433134
"788","N-Acetylmannosamine","C00645",7,0.000593589236248516,0.0577760189948556
"921","Purine","C15587",2,0.000590318772136954,0.0574576938213302
"953","S-Acetyldihydrolipoamide-E","C16255",6,0.000590269945108655,0.0574529413239091
"674","Inositol 1,4,5-trisphosphate","C01245",24,0.000578032044749252,0.0562617856889272
"1054","Uridine 5'-diphosphate","C00015",119,0.000576033060496705,0.056067217888346
"473","dCTP","C00458",22,0.000572063058617933,0.0556808043721455
"1061","Uridine triphosphate","C00075",49,0.000571439427573715,0.0556201042838416
"616","Glycine","C00037",35,0.000567406520777529,0.0552275680223462
"336","Asymmetric dimethylarginine","C03626",3,0.000566185961327769,0.0551087669025695
"555","FAD","C00016",129,0.000565294048564456,0.0550219540602737
"663","Hypotaurine","C00519",3,0.000561167227833894,0.0546202768424991
"210","4a-Hydroxytetrahydrobiopterin","C15522",4,0.000553097345132743,0.053834808259587
"37","1,3-Diaminopropane","C00986",5,0.000546448087431694,0.0531876138433515
"714","L-Palmitoylcarnitine","C02990",5,0.000545265163449812,0.0530724759091151
"207","4,8 Dimethylnonanoyl carnitine","None",3,0.000544662309368192,0.0530137981118373
"168","3a,7a-Dihydroxy-5b-cholestanate","None",7,0.000541360506623207,0.0526924226446589
"854","PA(16:0e/18:0)","None",41,0.000540814974192636,0.0526393241547499
"131","3-Hydroxy-3-methylglutaryl-CoA","C00356",5,0.000540540540540541,0.0526126126126126
"1043","Tyramine","C00483",8,0.000538194444444444,0.0523842592592593
"1010","Tetrahydrobiopterin","C00272",10,0.000530564740398429,0.0516416347321138
"855","PA(P-16:0e/18:2(9Z,12Z))","C15647",42,0.000527938427188049,0.0513860069129701
"864","PC(16:0/16:0)","C00157",65,0.000526864220559002,0.0512814508010762
"271","8,11,14-Eicosatrienoic acid","C03242",5,0.000526315789473684,0.0512280701754386
"731","Linoleoyl-CoA","C02050",5,0.000526315789473684,0.0512280701754386
"647","Hyaluronic acid","C00518",24,0.000522569092584011,0.0508633916781771
"653","Hydrogen selenide","C01528",6,0.000513610683102209,0.0499914398219483
"963","Sapropterin","C00272",6,0.000507274095979324,0.0493746786753209
"448","D-Lactic acid","C00256",4,5e-04,0.0486666666666667
"552","Ethyl carbamate","C01537",3,0.00049825610363727,0.0484969274206942
"456","D-Ribose 5-phosphate","C00117",14,0.00049676029791271,0.0483513356635038
"216","5-Aminoimidazole ribonucleotide","C03373",2,0.000495049504950495,0.0481848184818482
"513","Dihydropteridine","C05649",2,0.000495049504950495,0.0481848184818482
"889","Phosphoribosylformylglycineamidine","C04640",2,0.000495049504950495,0.0481848184818482
"236","5-Thymidylic acid","C00364",10,0.000493704845765938,0.048053938321218
"599","Glucose 1-phosphate","C00103",13,0.000492009215714163,0.0478888969961785
"929","Pyroglutamic acid","C01879",4,0.000489236790606654,0.0476190476190476
"22","(S)-Succinyldihydrolipoamide","C01169",2,0.000488758553274682,0.0475724991854024
"425","Cysteamine","C01678",4,0.000480769230769231,0.0467948717948718
"1053","Uridine","C00299",17,0.000477796521344157,0.0465055280774979
"894","Phytanoyl-CoA","C02060",3,0.000477554918815664,0.0464820120980579
"444","D-Glucurono-6,3-lactone","C02670",8,0.000473690443295307,0.0461058698140765
"610","Glyceric acid","C00258",8,0.000473690443295307,0.0461058698140765
"668","Indoleacetaldehyde","C00637",8,0.000473690443295307,0.0461058698140765
"809","N4-Acetylaminobutanal","C05936",8,0.000473690443295307,0.0461058698140765
"782","N-Acetyl-L-aspartic acid","C01042",7,0.000473036896877956,0.0460422579627878
"1059","Uridine diphosphate-N-acetylglucosamine","C00043",29,0.000472744114207679,0.0460137604495474
"344","Beta-Alanine","C00099",16,0.000465338238602209,0.045292921890615
"99","2-Phosphoglyceric acid","None",14,0.000464387271793211,0.0452003611212058
"994","Succinic acid","C00042",31,0.000463679587589955,0.0451314798587556
"662","Hyperforin","C07608",5,0.000460829493087558,0.0448540706605223
"438","D-Erythrose 4-phosphate","C00279",6,0.000457875457875458,0.0445665445665446
"309","Allysine","C01475",2,0.000455373406193078,0.0443230115361263
"792","N-Acetylserine","None",3,0.000455373406193078,0.0443230115361263
"100","2,2,2-Trichloroethanol","C07490",23,0.000452330420554653,0.0440268276006529
"228","5-Hydroxylysine","C16741",3,0.000452284034373587,0.0440223126790291
"853","PA(16:0/16:0)","C00416",52,0.000444468866885544,0.0432616363768596
"294","Adenosylcobalamin","C00194",3,0.000444444444444444,0.0432592592592593
"208","4a-Carbinolamine tetrahydrobiopterin","C00268",5,0.000442477876106195,0.0430678466076696
"196","4-Nitrophenol","C00870",12,0.000431778929188256,0.0420264824409902
"700","L-Carnitine","C15025",15,0.000426256832998167,0.0414889984118216
"865","PC(18:1(9Z)e/2:0)","C04598",65,0.00042274985330482,0.0411476523883358
"426","Cysteic acid","C00506",4,0.000420875420875421,0.0409652076318743
"317","Ammonia","C00014",69,0.000420233696389297,0.0409027464485583
"787","N-Acetyllactosamine","C00611",6,0.000418760469011725,0.0407593523171413
"735","Lithium","C15473",6,0.000417710944026733,0.0406571985519354
"31","1-Phenylethylamine","C02455",5,0.000416666666666667,0.0405555555555556
"223","5-Hydroxy-L-tryptophan","C01017",5,0.000416666666666667,0.0405555555555556
"1042","Tryptamine","C00398",5,0.000416666666666667,0.0405555555555556
"693","L-3-Hydroxykynurenine","C03227",5,0.000411522633744856,0.0400548696844993
"369","Capric acid","C01571",4,0.000408496732026144,0.039760348583878
"704","L-Fucose","C01019",4,0.000407166123778502,0.0396308360477742
"475","Dehydroascorbic acid","C00425",4,0.000405186385737439,0.0394381415451108
"1017","TG(14:0/14:0/14:0)","None",29,0.000397694713493207,0.0387089521133389
"318","Amylose","C00718",6,0.000394714333388486,0.038418861783146
"492","Dextrin","C00721",5,0.000391389432485323,0.0380952380952381
"257","7-Dehydrocholesterol","C01164",5,0.000383877159309021,0.0373640435060781
"650","Hydrogen carbonate","C00288",19,0.000367889836834181,0.035807944118527
"667","Iduronic acid","C06472",12,0.000365497076023392,0.0355750487329435
"907","Propinol adenylate","C05983",4,0.000364431486880466,0.0354713313896987
"785","N-Acetylgalactosamine","C01074",12,0.000363901018922853,0.0354196991751577
"637","Heparan sulfate","C00925",12,0.00036262549697425,0.0352955483721603
"439","D-Fructose","C02336",14,0.000355867537854837,0.0346377736845374
"397","Choloyl-CoA","C01794",6,0.000351617440225035,0.0342240975152368
"626","Guanosine","C00387",5,0.000348432055749129,0.0339140534262485
"121","3-Aminopropionaldehyde","C05665",11,0.000344502140578405,0.0335315416829647
"594","Glucaric acid","C00818",11,0.000344502140578405,0.0335315416829647
"1019","TG(18:0/18:0/18:0)","C00422",34,0.00033921019680303,0.0330164591554949
"157","3-Sulfinoalanine","C00606",5,0.000336700336700337,0.0327721661054994
"867","PC(O-16:0/18:2(9Z,12Z))","None",61,0.000330519135968551,0.0321705292342723
"839","Oleoyl-CoA","C00510",8,0.000328947368421053,0.0320175438596491
"375","Carnosine","C00386",6,0.000328731097961867,0.0319964935349551
"128","3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","None",6,0.000327439423706614,0.0318707705741105
"530","Dolichol-20","C00381",16,0.000327225130890052,0.0318499127399651
"371","Caprylic acid","C06423",5,0.000326797385620915,0.0318082788671024
