"","Metabolite","KEGG_ID","Num_Sig_Genes","Gene_Count","DiffMut_Score","Normalized_Score"
"110","2,3-Diphosphoglyceric acid","C01159",0,5,0,0
"111","2,3-Epoxyaflatoxin B1","C19586",0,19,0,0
"112","2,5-Diaminopyrimidine nucleoside triphosphate","C05923",0,1,0,0
"113","2'-Deoxyguanosine 5'-monophosphate","C00362",0,10,0,0
"114","2'-Deoxyinosine triphosphate","C01345",0,8,0,0
"115","20-Hydroxy-leukotriene B4","C04853",0,5,0,0
"116","20-Hydroxyeicosatetraenoic acid","C14748",0,7,0,0
"117","20a-Dihydroprogesterone","C04042",0,1,0,0
"118","20alpha-Hydroxycholesterol","C05500",0,2,0,0
"119","21-Deoxycortisol","C05497",0,5,0,0
"121","24-Hydroxycalcitriol","None",0,1,0,0
"123","24-Methylenelophenol","C11522",0,1,0,0
"124","25-Hydroxycholesterol","C15519",0,3,0,0
"125","27-Deoxy-5b-cyprinol","C05446",0,1,0,0
"126","27-Hydroxycholesterol","C06340",0,3,0,0
"127","3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA","C05448",0,1,0,0
"128","3 beta-Hydroxy-5-cholestenoate","C17333",0,2,0,0
"129","3-Aminoisobutanoic acid","C05145",0,1,0,0
"130","3-Aminopropionaldehyde","C05665",0,13,0,0
"131","3-beta-Hydroxy-4-beta-methyl-5-alpha-cholest-7-ene-4-alpha-carboxylate","C04840",0,3,0,0
"133","3-Dehydro-L-gulonate","C00618",0,1,0,0
"134","3-Dehydroquinate","C00944",0,3,0,0
"136","3-Dehydroxycarnitine","C05543",0,1,0,0
"137","3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","None",0,7,0,0
"138","3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid","C05313",0,1,0,0
"139","3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA","C11947",0,3,0,0
"141","3-Hydroxy-L-proline","C04397",0,3,0,0
"142","3-Hydroxy-N6,N6,N6-trimethyl-L-lysine","C01259",0,1,0,0
"143","3-Hydroxyanthranilic acid","C00632",0,7,0,0
"144","3-Hydroxybutyric acid","C01089",0,2,0,0
"145","3-Hydroxybutyryl-CoA","C03561",0,4,0,0
"146","3-Hydroxymethylglutaric acid","C03761",0,1,0,0
"147","3-hydroxyoctadecanoyl-CoA","C16217",0,3,0,0
"148","3-Hydroxyquinine","C07344",0,1,0,0
"150","3-Mercaptolactate-cysteine disulfide","None",0,1,0,0
"151","3-Mercaptopyruvic acid","C00957",0,10,0,0
"152","3-Methoxy-4-hydroxyphenylglycol glucuronide","C03033",0,18,0,0
"153","3-Methoxy-4-hydroxyphenylglycolaldehyde","C05583",0,6,0,0
"154","3-Methoxytyramine","C05587",0,3,0,0
"155","3-Methyl-1-hydroxybutyl-ThPP","C15974",0,2,0,0
"156","3-Methyl-2-oxovaleric acid","C03465",0,5,0,0
"157","3-Methylcrotonyl-CoA","C03069",0,9,0,0
"158","3-Methylglutaconyl-CoA","C03231",0,3,0,0
"159","3-Methylhistidine","C01152",0,6,0,0
"160","3-Methylindole","C08313",0,1,0,0
"161","3-Methylthiopropionic acid","C08276",0,1,0,0
"164","3-Oxodecanoic acid","None",0,2,0,0
"165","3-Oxodecanoyl-CoA","C05265",0,9,0,0
"166","3-Oxohexanoyl-CoA","C05269",0,10,0,0
"168","3-Oxooctanoyl-CoA","C05267",0,9,0,0
"169","3-Oxotetradecanoyl-CoA","C05261",0,8,0,0
"170","3-Phosphoglyceric acid","C00597",0,11,0,0
"171","3-Sulfinoalanine","C00606",0,6,0,0
"172","3-Sulfinylpyruvic acid","C05527",0,2,0,0
"173","3-trans,5-cis-Octadienoyl-CoA","None",0,2,0,0
"174","3,4-Dihydroxymandelaldehyde","C05577",0,13,0,0
"175","3,4-Dihydroxyphenylacetaldehyde","C04043",0,9,0,0
"176","3,4-Dihydroxyphenylglycol","C05576",0,8,0,0
"177","3,5-Diiodo-L-tyrosine","C01060",0,2,0,0
"178","3'-Ketolactose","C05403",0,2,0,0
"179","3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA","C05449",0,4,0,0
"180","3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA","C05447",0,3,0,0
"181","3a,7a-Dihydroxy-5b-cholestan-26-al","C05445",0,13,0,0
"182","3a,7a-Dihydroxy-5b-cholestanate","None",0,7,0,0
"183","3a,7a-Dihydroxy-5b-cholestane","C05452",0,3,0,0
"184","3a,7a-Dihydroxy-5b-cholestanoyl-CoA","C04644",0,5,0,0
"185","3a,7a-Dihydroxycoprostanic acid","None",0,12,0,0
"186","3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA","C05467",0,6,0,0
"187","3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA","C05460",0,2,0,0
"188","3a,7a,12a-Trihydroxy-5b-cholestanoic acid","C04722",0,11,0,0
"189","3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA","C05448",0,3,0,0
"190","3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA","C05450",0,3,0,0
"191","3a,7b,12a-Trihydroxyoxocholanyl-Glycine","None",0,4,0,0
"193","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid","C05645",0,4,0,0
"194","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","C01252",0,5,0,0
"195","4-Aminobutyraldehyde","C00555",0,7,0,0
"196","4-Coumaryl alcohol","C02646",0,4,0,0
"197","4-Fumarylacetoacetic acid","C01061",0,2,0,0
"198","4-Guanidinobutanoic acid","C01035",0,1,0,0
"199","4-Hydroxy-2-oxoglutaric acid","C01127",0,2,0,0
"200","4-Hydroxy-L-glutamic acid","C03079",0,4,0,0
"201","4-Hydroxy-L-proline","C01015",0,4,0,0
"202","4-Hydroxybutyric acid","C00989",0,2,0,0
"203","4-Hydroxynonenal","None",0,1,0,0
"204","4-Hydroxyphenylacetaldehyde","C03765",0,8,0,0
"205","4-Hydroxyphenylacetyl-CoA","C05338",0,2,0,0
"206","4-Hydroxyphenylpyruvic acid","C01179",0,6,0,0
"208","4-Imidazolone-5-propionic acid","C03680",0,2,0,0
"209","4-Methylpentanal","C02373",0,1,0,0
"210","4-Nitrocatechol","C02235",0,1,0,0
"212","4-OH-Retinal","None",0,2,0,0
"213","4-Oxoretinal","None",0,1,0,0
"214","4-Phosphopantothenoylcysteine","C04352",0,6,0,0
"215","4-Pyridoxic acid","C00847",0,1,0,0
"216","4-Trimethylammoniobutanal","C01149",0,6,0,0
"217","4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol","C05108",0,4,0,0
"218","4,4-Dimethylcholesta-8,14,24-trienol","C11455",0,2,0,0
"220","4,6-Dideoxy-4-oxo-dTDP-D-glucose","C11907",0,1,0,0
"221","4,6-Dihydroxyquinoline","C05639",0,2,0,0
"222","4,8 Dimethylnonanoyl carnitine","None",0,3,0,0
"223","4a-Carbinolamine tetrahydrobiopterin","C00268",0,7,0,0
"224","4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol","C15808",0,12,0,0
"225","4a-Hydroxytetrahydrobiopterin","C15522",0,6,0,0
"226","4a-Methyl-5a-cholesta-8,24-dien-3-one","None",0,1,0,0
"227","4a-Methylfecosterol","C15776",0,2,0,0
"228","4a-Methylzymosterol-4-carboxylic acid","C15808",0,3,0,0
"229","5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","C04751",0,1,0,0
"230","5-Amino-2-oxopentanoic acid","C01110",0,2,0,0
"231","5-Amino-6-(5'-phosphoribitylamino)uracil","C04454",0,1,0,0
"232","5-Aminoimidazole ribonucleotide","C03373",0,2,0,0
"233","5-Aminolevulinic acid","C00430",0,3,0,0
"235","5-b-Cholestane-3a ,7a ,12a-triol","C05454",0,2,0,0
"236","5-Dehydroepisterol","C15780",0,2,0,0
"237","5-Diphosphoinositol pentakisphosphate","C11526",0,5,0,0
"238","5-Formiminotetrahydrofolic acid","C00664",0,1,0,0
"239","5-Hydroxy-L-tryptophan","C01017",0,5,0,0
"240","5-Hydroxy-N-formylkynurenine","C05648",0,3,0,0
"241","5-Hydroxyindoleacetic acid","C05635",0,8,0,0
"242","5-Hydroxykynurenamine","C05638",0,3,0,0
"243","5-Hydroxykynurenine","C05651",0,2,0,0
"244","5-Hydroxylysine","C16741",0,4,0,0
"245","5-L-Glutamyl-taurine","C05844",0,6,0,0
"246","5-Methoxyindoleacetate","C05660",0,1,0,0
"247","5-Methoxytryptamine","C05659",0,7,0,0
"249","5-Methylthioribose 1-phosphate","C04188",0,2,0,0
"250","5-Methylthioribulose 1-phosphate","C04582",0,2,0,0
"251","5-Phosphoribosylamine","C03090",0,2,0,0
"252","5-Thymidylic acid","C00364",0,15,0,0
"255","5,6-Dihydrouridine","None",0,4,0,0
"256","5,6-Dihydroxyindole","C05578",0,3,0,0
"257","5,6-Dihydroxyindole-2-carboxylic acid","C04185",0,3,0,0
"258","5,6-Epoxy-8,11,14-eicosatrienoic acid","C14768",0,25,0,0
"259","5'-Deoxyadenosine","C05198",0,1,0,0
"260","5'-Methylthioadenosine","C00170",0,3,0,0
"261","5(S)-Hydroperoxyeicosatetraenoic acid","C05356",0,8,0,0
"262","5a-Cholesta-8,24-dien-3-one","None",0,2,0,0
"263","5a-Pregnane-3,20-dione","C03681",0,5,0,0
"264","6-(alpha-D-Glucosaminyl)-1D-myo-inositol","C15658",0,1,0,0
"265","6-(N-Acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol","C01288",0,1,0,0
"266","6-Hydroxyhexanoic acid","C06103",0,2,0,0
"267","6-Lactoyltetrahydropterin","C04244",0,1,0,0
"268","6-Phosphogluconic acid","C00345",0,5,0,0
"269","6-Phosphonoglucono-D-lactone","C01236",0,3,0,0
"270","7 alpha-Hydroxy-3-oxo-4-cholestenoate","C17337",0,2,0,0
"271","7-a,25-Dihydroxycholesterol","C15520",0,2,0,0
"272","7-a,27-Dihydroxycholesterol","C06341",0,3,0,0
"273","7-Aminomethyl-7-carbaguanine","C16675",0,2,0,0
"274","7-Dehydrocholesterol","C01164",0,6,0,0
"276","7-Methylguanine","C02242",0,1,0,0
"277","7-Methyluric acid","C16355",0,1,0,0
"278","7,8-Dihydroneopterin","C04874",0,6,0,0
"279","7,8-Dihydropteroic acid","C00921",0,1,0,0
"280","7a-Hydroxy-cholestene-3-one","C05455",0,3,0,0
"281","7a-Hydroxycholesterol","C03594",0,2,0,0
"283","7a,12a-Dihydroxy-5a-cholestan-3-one","C05458",0,2,0,0
"284","7a,12a-Dihydroxy-5b-cholestan-3-one","C05453",0,3,0,0
"285","7a,12a-Dihydroxy-cholestene-3-one","C05457",0,4,0,0
"286","8-Oxo-dGMP","None",0,4,0,0
"287","8-Oxo-dGTP","None",0,2,0,0
"288","8,11,14-Eicosatrienoic acid","C03242",0,6,0,0
"289","8(S)-HPETE","C14823",0,1,0,0
"290","8Z,11Z,14Z-eicosatrienoyl-CoA","None",0,2,0,0
"291","9-cis-Retinal","C16681",0,11,0,0
"292","9-cis-Retinoic acid","C15493",0,5,0,0
"293","9(S)-HPODE","C14827",0,2,0,0
"295","Acetoacetyl-CoA","C00332",0,19,0,0
"296","Acetyl adenylate","C05993",0,3,0,0
"298","Acetyl-N-formyl-5-methoxykynurenamine","C05642",0,2,0,0
"299","Acetylcholine","C01996",0,3,0,0
"300","Acetylcysteine","C06809",0,4,0,0
"301","Acetylphosphate","C00227",0,2,0,0
"302","Adenine","C00147",0,8,0,0
"304","Adenosine 2',3'-cyclic phosphate","C02353",0,1,0,0
"308","Adenosine tetraphosphate","C03483",0,3,0,0
"310","Adenosyl cobyrinic acid a,c diamide","C06506",0,1,0,0
"311","Adenosylcobalamin","C00194",0,3,0,0
"312","Adenylsuccinic acid","C03794",0,3,0,0
"313","Adenylylselenate","C05686",0,2,0,0
"314","Adipate semialdehyde","C06102",0,1,0,0
"316","ADP-ribose 2'-phosphate","C03246",0,3,0,0
"319","Aflatoxin B1","C06800",0,3,0,0
"320","Aflatoxin B1 dialcohol","None",0,2,0,0
"321","Agmatine","C00179",0,3,0,0
"322","AICAR","C04677",0,3,0,0
"324","All-trans-13,14-dihydroretinol","C15492",0,1,0,0
"326","Allantoin","C01551",0,1,0,0
"327","Allocystathionine","C00542",0,1,0,0
"328","Allysine","C01475",0,2,0,0
"329","Alpha-D-Glucose","C00267",0,24,0,0
"330","Alpha-D-Glucose 1,6-bisphosphate","C01231",0,4,0,0
"331","Alpha-ketoisovaleric acid","C00141",0,11,0,0
"332","Alpha-Lactose","C00243",0,6,0,0
"333","Aminoacetone","C01888",0,6,0,0
"334","Aminoadipic acid","C00956",0,5,0,0
"335","Aminopropylcadaverine","C16565",0,1,0,0
"337","Amylose","C00718",0,6,0,0
"338","Anandamide","C11695",0,5,0,0
"339","Androstanediol","C07632",0,1,0,0
"340","Androstanedione","C00674",0,7,0,0
"342","Androstenol","None",0,1,0,0
"343","Androsterone","C00523",0,29,0,0
"344","Angiotensin II","C02135",0,9,0,0
"345","Angiotensin IV","C15849",0,1,0,0
"346","Aniline","C00292",0,27,0,0
"347","Anserine","C01262",0,2,0,0
"348","Apelin-13","None",0,1,0,0
"350","Arecoline","C10129",0,1,0,0
"353","Arsenic","C06269",0,2,0,0
"355","Asymmetric dimethylarginine","C03626",0,4,0,0
"357","Avenasterol","C08821",0,2,0,0
"358","Azelaic acid","C08261",0,3,0,0
"359","B-Carotene","C02094",0,2,0,0
"360","Benzaldehyde","C00193",0,1,0,0
"361","Benzoyl-CoA","C00512",0,3,0,0
"362","Beta-1,4-D-Mannosylchitobiosyldiphosphodolichol","C05860",0,1,0,0
"364","Beta-Aminopropionitrile","C05670",0,4,0,0
"365","Beta-D-Fructose 2-phosphate","C03267",0,5,0,0
"367","Beta-D-Galactose","C00962",0,8,0,0
"368","Beta-D-Glucose","C00221",0,15,0,0
"369","Beta-D-Glucose 6-phosphate","C01172",0,9,0,0
"370","beta-Ionone","C12287",0,1,0,0
"371","Betaine","C00719",0,4,0,0
"372","Betaine aldehyde","C00576",0,8,0,0
"373","Bilirubin","C00486",0,28,0,0
"374","Bilirubin diglucuronide","C05787",0,19,0,0
"375","Biliverdin","C00500",0,4,0,0
"376","Biocytin","C05552",0,2,0,0
"377","Biotin amide","C01893",0,1,0,0
"378","Biotinyl-5'-AMP","C05921",0,1,0,0
"379","Bradykinin","C00306",0,11,0,0
"380","Butanal","C01412",0,1,0,0
"383","Cadaverine","C01672",0,3,0,0
"384","Caffeic acid","C01481",0,1,0,0
"385","Calcidiol","C01561",0,4,0,0
"386","Calcitriol","C01673",0,3,0,0
"387","Campest-4-en-3-one","None",0,1,0,0
"389","Capric acid","C01571",0,5,0,0
"390","Caproic acid","C01585",0,9,0,0
"395","Carnosine","C00386",0,7,0,0
"397","CDP-DG(16:0/16:0)","None",0,4,0,0
"398","CDP-Ethanolamine","C00570",0,3,0,0
"399","CE(18:2(9Z,12Z))","C15441",0,8,0,0
"405","Cetirizine","C07778",0,2,0,0
"406","Chenodeoxycholic acid","C02528",0,13,0,0
"407","Chenodeoxyglycocholic acid","C05462",0,10,0,0
"408","Chenodeoxyglycocholoyl-CoA","None",0,4,0,0
"409","Chitin","C00461",0,5,0,0
"410","Chitobiose","C01674",0,3,0,0
"411","Chloroacetic acid","C06755",0,3,0,0
"412","Cholestenone","C00599",0,1,0,0
"414","Cholesterol sulfate","C18043",0,2,0,0
"415","Cholesteryl acetate","C02530",0,6,0,0
"417","Choloyl-CoA","C01794",0,7,0,0
"418","Chondroitin","C00401",0,14,0,0
"419","Chondroitin 4-sulfate","C00634",0,9,0,0
"420","Chondroitin sulfate","C00607",0,10,0,0
"421","Ciliatine","C03557",0,1,0,0
"422","Cinnavalininate","C05640",0,1,0,0
"423","cis-Aconitic acid","C00417",0,2,0,0
"424","cis,cis-3,6-Dodecadienoyl-CoA","C05280",0,3,0,0
"426","Citric acid","C00158",0,25,0,0
"427","Citrulline","C00327",0,14,0,0
"428","CL(18:1(11Z)/18:1(11Z)/18:1(11Z)/18:2(9Z,12Z))","None",0,3,0,0
"429","Clopidogrel","None",0,5,0,0
"430","Cob(I)alamin","C00853",0,3,0,0
"433","Coenzyme Q10","C11378",0,10,0,0
"434","Coniferyl alcohol","C00590",0,1,0,0
"435","Coproporphyrin III","C05770",0,2,0,0
"436","Coproporphyrinogen III","C03263",0,4,0,0
"445","Cyclohexane","C11249",0,1,0,0
"446","Cysteamine","C01678",0,4,0,0
"447","Cysteic acid","C00506",0,5,0,0
"448","Cysteinylglycine","C01419",0,8,0,0
"450","Cytidine monophosphate","C00055",0,39,0,0
"451","Cytidine monophosphate N-acetylneuraminic acid","C00128",0,14,0,0
"453","Cytosine","C00380",0,3,0,0
"454","D-2-Hydroxyglutaric acid","C01087",0,2,0,0
"455","D-4'-Phosphopantothenate","C03492",0,5,0,0
"456","D-Alanine","C00133",0,1,0,0
"457","D-Aspartic acid","C00402",0,1,0,0
"458","D-Dopachrome","C15566",0,1,0,0
"459","D-erythro-Eritadenine","None",0,1,0,0
"461","D-Fructose","C02336",0,15,0,0
"462","D-Fructose 2,6-bisphosphate","C00665",0,4,0,0
"463","D-Galactose","C00984",0,15,0,0
"464","D-Glucosaminide","C06023",0,1,0,0
"465","D-Glucose","C00031",0,29,0,0
"466","D-Glucurono-6,3-lactone","C02670",0,8,0,0
"467","D-Glutamine","C00819",0,2,0,0
"469","D-Lactaldehyde","C00937",0,2,0,0
"470","D-Lactic acid","C00256",0,6,0,0
"471","D-Limonene","C00521",0,2,0,0
"473","D-Mannose 1-phosphate","C00636",0,5,0,0
"474","D-Myo-inositol 4-phosphate","C03546",0,4,0,0
"475","D-Pantothenoyl-L-cysteine","C04079",0,4,0,0
"476","D-Proline","C00763",0,2,0,0
"477","D-Ribose","C00121",0,1,0,0
"480","D-Sedoheptulose 7-phosphate","C00281",0,5,0,0
"481","D-Serine","C00740",0,3,0,0
"483","D-Tartaric acid","C02107",0,3,0,0
"484","D-Tryptophan","C00525",0,1,0,0
"485","D-Urobilinogen","C05791",0,1,0,0
"486","D-Xylono-1,5-lactone","C02266",0,1,0,0
"487","D-Xylose","C00181",0,5,0,0
"488","D-Xylulose","C00310",0,1,0,0
"489","D-Xylulose 1-phosphate","None",0,1,0,0
"490","dADP","C00206",0,23,0,0
"492","Dantron","C10312",0,1,0,0
"493","dCDP","C00705",0,15,0,0
"494","dCMP","C00239",0,12,0,0
"495","dCTP","C00458",0,30,0,0
"496","Decanal","C12307",0,2,0,0
"499","Deoxyadenosine","C00559",0,9,0,0
"500","Deoxyadenosine monophosphate","C00360",0,12,0,0
"502","Deoxycholic acid","C04483",0,10,0,0
"503","Deoxycytidine","C00881",0,11,0,0
"504","Deoxyguanosine","C00330",0,9,0,0
"505","Deoxyhypusine","None",0,2,0,0
"506","Deoxyinosine","C05512",0,2,0,0
"507","Deoxyribose 1-phosphate","C00672",0,4,0,0
"508","Deoxyribose 5-phosphate","C00673",0,3,0,0
"509","Deoxyuridine","C00526",0,7,0,0
"510","Deoxyuridine triphosphate","C00460",0,12,0,0
"511","Dephospho-CoA","C00882",0,3,0,0
"512","Dermatan","C00426",0,14,0,0
"513","Desmosterol","C01802",0,1,0,0
"514","Dextrin","C00721",0,7,0,0
"519","dGDP","C00361",0,16,0,0
"520","dGTP","C00286",0,32,0,0
"521","DHAP(18:0)","C03805",0,1,0,0
"522","Diadenosine hexaphosphate","C20190",0,3,0,0
"523","Diadenosine tetraphosphate","C01260",0,1,0,0
"524","Diadenosine triphosphate","C06197",0,1,0,0
"525","dIDP","C01344",0,7,0,0
"526","Diethylthiophosphate","C06607",0,3,0,0
"527","Difucosyllactohexaose","None",0,2,0,0
"528","Dihydrobiopterin","C02953",0,11,0,0
"530","Dihydrocortisol","C05471",0,2,0,0
"531","Dihydrofolic acid","C00415",0,4,0,0
"532","Dihydrolipoamide","C00579",0,4,0,0
"533","Dihydroneopterin phosphate","C05925",0,1,0,0
"534","Dihydroneopterin triphosphate","C04895",0,7,0,0
"535","Dihydropteridine","C05649",0,2,0,0
"536","Dihydrouracil","C00429",0,2,0,0
"537","Dihydroxyacetone","C00184",0,5,0,0
"539","Dihydroxyacetone Phosphate Acyl Ester","C03372",0,1,0,0
"540","Dimethylallylpyrophosphate","C00235",0,5,0,0
"541","Dimethylamine","C00543",0,4,0,0
"542","Dimethylarsinate","C07308",0,1,0,0
"543","Dimethylglycine","C01026",0,3,0,0
"544","dIMP","C06196",0,2,0,0
"545","Disialosyl galactosyl globoside","None",0,1,0,0
"546","DL-Dopa","C00355",0,3,0,0
"547","Docosa-4,7,10,13,16-pentaenoyl CoA","C16173",0,2,0,0
"548","Docosahexaenoic acid","C06429",0,5,0,0
"549","Docosanoyl-CoA","None",0,5,0,0
"551","Dolichol phosphate","C00110",0,6,0,0
"552","Dolichol-20","C00381",0,17,0,0
"553","Dolichyl b-D-glucosyl phosphate","C01246",0,5,0,0
"554","Dolichyl beta-D-mannosyl phosphate","None",0,1,0,0
"555","Dolichyl diphosphate","C00621",0,7,0,0
"556","Dolichyl phosphate D-mannose","C03862",0,8,0,0
"557","Donepezil","None",0,5,0,0
"559","Dopaquinone","C00822",0,1,0,0
"560","dTDP","C00363",0,25,0,0
"561","dTDP-D-galactose","C02097",0,1,0,0
"562","dTDP-D-glucose","C00842",0,2,0,0
"563","dUDP","C01346",0,12,0,0
"564","dUMP","C00365",0,7,0,0
"565","Dyspropterin","C03684",0,2,0,0
"566","Ecgonine","C10858",0,1,0,0
"567","Ecgonine methyl ester","C12448",0,4,0,0
"569","Entacapone","C07943",0,3,0,0
"570","Epiandrosterone","C07635",0,1,0,0
"571","Epinephrine","C00788",0,11,0,0
"572","Episterol","C15777",0,1,0,0
"573","Ercalcitriol","None",0,2,0,0
"575","Ethanolamine","C00189",0,16,0,0
"576","Ethyl carbamate","C01537",0,3,0,0
"577","Ethyl p-anisate","None",0,1,0,0
"578","Ethyl pyruvate","None",0,1,0,0
"579","Etiocholanolone","C04373",0,22,0,0
"581","FADH","C01352",0,14,0,0
"582","Farnesyl pyrophosphate","C00448",0,9,0,0
"583","Farnesylcysteine","C19691",0,1,0,0
"584","Fe3+","C14819",0,6,0,0
"585","Ferrocytochrome","C05183",0,3,0,0
"587","Formiminoglutamic acid","C00439",0,2,0,0
"588","Formyl-CoA","C00798",0,12,0,0
"589","Formylanthranilic acid","C05653",0,2,0,0
"590","Fructosamine","None",0,3,0,0
"594","Fucose 1-phosphate","C02985",0,2,0,0
"597","Galactaric acid","C00879",0,6,0,0
"598","Galactitol","C01697",0,2,0,0
"599","Galactose 1-phosphate","C00446",0,3,0,0
"601","Galactosylglycerol","C05401",0,5,0,0
"604","Gamma-Glutamylcysteine","C00669",0,4,0,0
"605","Ganglioside GA1 (d18:1/12:0)","C06136",0,3,0,0
"606","Ganglioside GA2 (d18:1/12:0)","C06135",0,10,0,0
"614","GDP-4-Dehydro-6-deoxy-D-mannose","C01222",0,2,0,0
"615","GDP-glucose","C00394",0,2,0,0
"616","GDP-L-fucose","C00325",0,10,0,0
"617","Geranyl-PP","C00341",0,3,0,0
"618","Geranylgeranyl-PP","C00353",0,5,0,0
"619","Glucaric acid","C00818",0,11,0,0
"620","Gluconic acid","C00257",0,2,0,0
"621","Gluconolactone","C00198",0,7,0,0
"622","Glucosamine 6-phosphate","C00352",0,11,0,0
"623","Glucosamine-1P","None",0,1,0,0
"624","Glucose 1-phosphate","C00103",0,14,0,0
"625","Glucose 6-phosphate","C00092",0,20,0,0
"635","Glyceric acid","C00258",0,8,0,0
"636","Glyceric acid 1,3-biphosphate","C00236",0,11,0,0
"639","Glycerophosphocholine","C00670",0,15,0,0
"640","Glycerylphosphorylethanolamine","C01233",0,7,0,0
"642","Glycineamideribotide","C03838",0,1,0,0
"643","Glycocholic acid","C01921",0,5,0,0
"645","Glycylproline","None",0,1,0,0
"646","Glycyrrhetinic acid","C02283",0,1,0,0
"648","Guaiacol","C01502",0,2,0,0
"649","Guanidine","C17349",0,11,0,0
"650","Guanidoacetic acid","C00581",0,2,0,0
"651","Guanine","C00242",0,10,0,0
"652","Guanosine","C00387",0,8,0,0
"654","Guanosine diphosphate mannose","C00096",0,9,0,0
"657","Gulonic acid","C00800",0,2,0,0
"658","Halofuginone","None",0,2,0,0
"660","Heme A","C15670",0,1,0,0
"661","Heme O","C15672",0,2,0,0
"662","Hemin","C06767",0,1,0,0
"663","Heparan sulfate","C00925",0,13,0,0
"665","Heptacarboxylporphyrin I","None",0,1,0,0
"667","Heptanoic acid","C17714",0,7,0,0
"669","Hexane","C11271",0,2,0,0
"670","Histamine","C00388",0,11,0,0
"671","Homo-L-arginine","C01924",0,1,0,0
"672","Homogentisic acid","C00544",0,2,0,0
"673","Homovanillic acid","C05582",0,5,0,0
"676","Hydrochloric acid","C01327",0,22,0,0
"677","Hydrogen","C00282",0,1,0,0
"680","Hydrogen phosphate","C01293",0,5,0,0
"681","Hydrogen selenide","C01528",0,6,0,0
"682","Hydrogen sulfide","C00283",0,27,0,0
"683","Hydroxycobalamin","C08230",0,9,0,0
"684","Hydroxykynurenine","C02794",0,5,0,0
"685","Hydroxymethylbilane","C01024",0,2,0,0
"686","Hydroxyphenylacetylglycine","C05596",0,5,0,0
"687","Hydroxypropionic acid","C01013",0,1,0,0
"688","Hydroxypyruvic acid","C00168",0,3,0,0
"689","Hyodeoxycholic acid","None",0,10,0,0
"690","Hyperforin","C07608",0,5,0,0
"691","Hypotaurine","C00519",0,4,0,0
"692","Hypothiocyanite","None",0,6,0,0
"693","Hypusine","None",0,3,0,0
"695","Iduronic acid","C06472",0,13,0,0
"696","Iminoaspartic acid","C05840",0,1,0,0
"697","Indoleacetaldehyde","C00637",0,9,0,0
"699","Inosinic acid","C00130",0,31,0,0
"700","Inositol 1,3,4-trisphosphate","C01243",0,6,0,0
"702","Inositol 1,3,4,5,6-pentakisphosphate","C01284",0,4,0,0
"704","Inositol cyclic phosphate","C04299",0,1,0,0
"706","Iodide","C00708",0,5,0,0
"707","Iodotyrosine","C02515",0,1,0,0
"708","Isobutanol","C14710",0,33,0,0
"709","Isocitric acid","C00311",0,7,0,0
"710","Isohomovanillic acid","None",0,1,0,0
"711","Isomaltose","C00252",0,1,0,0
"712","Isopentanol","C07328",0,1,0,0
"713","Isopentenyl pyrophosphate","C00129",0,8,0,0
"714","Isopropyl alcohol","C01845",0,45,0,0
"715","Isovalerylsarcosine","None",0,1,0,0
"716","Itaconic acid","C00490",0,3,0,0
"717","Keratan","C00573",0,12,0,0
"718","Ketoleucine","C00233",0,4,0,0
"719","Kynurenic acid","C01717",0,2,0,0
"720","L-2-Amino-3-oxobutanoic acid","C03508",0,2,0,0
"721","L-2-Aminoadipate adenylate","C05560",0,3,0,0
"722","L-2-Hydroxyglutaric acid","C03196",0,1,0,0
"723","L-3-Hydroxykynurenine","C03227",0,5,0,0
"724","L-4-Hydroxyglutamate semialdehyde","C05938",0,2,0,0
"725","L-Acetylcarnitine","C02571",0,2,0,0
"727","L-Alpha-aminobutyric acid","C02356",0,2,0,0
"728","L-Asparagine","C00152",0,13,0,0
"730","L-Canaline","C08270",0,1,0,0
"732","L-Cystine","C00491",0,7,0,0
"733","L-Dopa","C00355",0,13,0,0
"734","L-Dopachrome","C01693",0,3,0,0
"735","L-Fucose","C01019",0,4,0,0
"737","L-Glutamic acid 5-phosphate","C03287",0,1,0,0
"738","L-Glutamic gamma-semialdehyde","C01165",0,3,0,0
"740","L-Gulonolactone","C01040",0,1,0,0
"741","L-Kynurenine","C00328",0,8,0,0
"742","L-Lactic acid","C00186",0,5,0,0
"743","L-Malic acid","C00149",0,6,0,0
"744","L-Octanoylcarnitine","C02838",0,1,0,0
