"","Ensemble","Start_position","End_position"
"18933","ENSG00000176771","607","607"
"18934","ENSG00000163092","2819","2819"
"18935","ENSG00000081479","2407","2407"
"18936","ENSG00000018280","337","337"
"18937","ENSG00000144711","469","469"
"18938","ENSG00000163605","302","302"
"18939","ENSG00000158163","753","753"
"18940","ENSG00000171109","378","378"
"18941","ENSG00000174004","203","203"
"18942","ENSG00000170185","258","258"
"18943","ENSG00000131730","265","265"
"18944","ENSG00000112739","9","9"
"18945","ENSG00000278588","28","28"
"18946","ENSG00000112175","79","79"
"18947","ENSG00000146281","375","375"
"18948","ENSG00000164506","808","808"
"18949","ENSG00000198874","103","103"
"18950","ENSG00000106665","731","731"
"18951","ENSG00000005483","1843","1843"
"18952","ENSG00000174469","1284","1284"
"18953","ENSG00000198169","11","11"
"18954","ENSG00000137135","152","152"
"18955","ENSG00000085265","263","263"
"18956","ENSG00000148408","1122","1122"
"18957","ENSG00000170324","419","419"
"18958","ENSG00000180644","479","479"
"18959","ENSG00000107736","652","652"
"18960","ENSG00000107815","670","670"
"18961","ENSG00000107862","1736","1736"
"18962","ENSG00000167992","291","291"
"18963","ENSG00000175591","335","335"
"18964","ENSG00000165323","2676","2676"
"18965","ENSG00000204381","74","74"
"18966","ENSG00000186174","732","732"
"18967","ENSG00000221931","303","303"
"18968","ENSG00000111241","123","123"
"18969","ENSG00000110799","1720","1720"
"18970","ENSG00000010292","1082","1082"
"18971","ENSG00000111713","281","281"
"18972","ENSG00000123104","1271","1271"
"18973","ENSG00000058272","321","321"
"18974","ENSG00000068650","935","935"
"18975","ENSG00000081177","481","481"
"18976","ENSG00000100731","1396","1396"
"18977","ENSG00000159433","3718","3718"
"18978","ENSG00000159433","3791","3791"
"18979","ENSG00000166147","2258","2258"
"18980","ENSG00000103995","285","285"
"18981","ENSG00000157890","20","20"
"18982","ENSG00000178761","116","116"
"18983","ENSG00000167202","926","926"
"18984","ENSG00000156222","635","635"
"18985","ENSG00000140525","1132","1132"
"18986","ENSG00000187555","1054","1054"
"18987","ENSG00000158486","3629","3629"
"18988","ENSG00000182149","315","315"
"18989","ENSG00000166454","796","796"
"18990","ENSG00000141510","282","282"
"18991","ENSG00000278540","1287","1287"
"18992","ENSG00000188581","116","116"
"18993","ENSG00000012048","83","83"
"18994","ENSG00000186566","212","212"
"18995","ENSG00000108883","65","65"
"18996","ENSG00000108389","967","967"
"18997","ENSG00000068489","65","65"
"18998","ENSG00000181392","383","383"
"18999","ENSG00000213921","30","30"
"19000","ENSG00000197838","132","132"
"19001","ENSG00000170471","993","993"
"19002","ENSG00000183778","74","74"
"19003","ENSG00000171587","1673","1673"
"19004","ENSG00000070371","1276","1276"
"19005","ENSG00000128218","13","13"
"19006","ENSG00000100014","1012","1012"
"19007","ENSG00000183963","53","53"
"19008","ENSG00000100395","557","557"
"19009","ENSG00000075240","322","322"
"19010","ENSG00000090889","187","187"
"19011","ENSG00000126945","443","443"
"19012","ENSG00000183434","397","397"
"19013","ENSG00000143952","597","597"
"19014","ENSG00000144824","570","570"
"19015","ENSG00000175455","227","227"
"19016","ENSG00000138642","110","110"
"19017","ENSG00000109536","117","117"
"19018","ENSG00000172432","185","185"
"19019","ENSG00000126882","200","200"
"19020","ENSG00000185745","166","166"
"19021","ENSG00000197893","962","962"
"19022","ENSG00000174957","222","222"
"19023","ENSG00000134627","62","62"
"19024","ENSG00000134545","189","189"
"19025","ENSG00000211455","280","280"
"19026","ENSG00000186815","647","647"
"19027","ENSG00000120693","17","17"
"19028","ENSG00000102452","828","828"
"19029","ENSG00000197930","109","109"
"19030","ENSG00000157551","133","133"
"19031","ENSG00000099937","375","375"
"19032","ENSG00000123594","22","22"
"19033","ENSG00000131914","158","158"
"19034","ENSG00000023909","99","99"
"19035","ENSG00000198734","1919","1919"
"19036","ENSG00000134376","253","253"
"19037","ENSG00000163531","755","755"
"19038","ENSG00000198399","1433","1433"
"19039","ENSG00000176771","1155","1155"
"19040","ENSG00000178074","373","373"
"19041","ENSG00000082126","585","585"
"19042","ENSG00000204186","1126","1126"
"19043","ENSG00000171551","563","563"
"19044","ENSG00000175161","120","120"
"19045","ENSG00000036828","103","103"
"19046","ENSG00000159685","166","166"
"19047","ENSG00000118007","234","234"
"19048","ENSG00000188993","102","102"
"19049","ENSG00000205678","46","46"
"19050","ENSG00000123737","141","141"
"19051","ENSG00000254996","1329","1329"
"19052","ENSG00000156427","40","40"
"19053","ENSG00000111799","934","934"
"19054","ENSG00000197081","281","281"
"19055","ENSG00000122194","236","236"
"19056","ENSG00000005108","169","169"
"19057","ENSG00000136274","345","345"
"19058","ENSG00000146648","97","97"
"19059","ENSG00000091137","776","776"
"19060","ENSG00000221947","94","94"
"19061","ENSG00000104517","23","23"
"19062","ENSG00000132297","238","238"
"19063","ENSG00000196781","618","618"
"19064","ENSG00000119397","1105","1105"
"19065","ENSG00000165629","273","273"
"19066","ENSG00000156599","708","708"
"19067","ENSG00000068831","455","455"
"19068","ENSG00000123104","1008","1008"
"19069","ENSG00000139117","208","208"
"19070","ENSG00000165966","509","509"
"19071","ENSG00000129315","165","165"
"19072","ENSG00000185479","493","493"
"19073","ENSG00000089250","1089","1089"
"19074","ENSG00000100626","369","369"
"19075","ENSG00000211962","47","47"
"19076","ENSG00000166035","411","411"
"19077","ENSG00000187720","907","907"
"19078","ENSG00000136425","112","112"
"19079","ENSG00000125166","405","405"
"19080","ENSG00000070366","378","378"
"19081","ENSG00000070366","378","378"
"19082","ENSG00000070366","332","332"
"19083","ENSG00000108797","311","311"
"19084","ENSG00000006283","615","615"
"19085","ENSG00000005379","1110","1110"
"19086","ENSG00000170832","1476","1476"
"19087","ENSG00000101605","1245","1245"
"19088","ENSG00000154040","349","349"
"19089","ENSG00000134755","864","864"
"19090","ENSG00000141431","173","173"
"19091","ENSG00000104907","557","557"
"19092","ENSG00000105135","464","464"
"19093","ENSG00000127511","810","810"
"19094","ENSG00000089639","838","838"
"19095","ENSG00000121297","327","327"
"19096","ENSG00000267796","187","187"
"19097","ENSG00000170949","732","732"
"19098","ENSG00000247315","381","381"
"19099","ENSG00000089177","1192","1192"
"19100","ENSG00000149599","295","295"
"19101","ENSG00000125510","109","109"
"19102","ENSG00000154639","245","245"
"19103","ENSG00000100330","356","356"
"19104","ENSG00000101916","706","706"
"19105","ENSG00000175718","801","801"
"19106","ENSG00000182890","143","143"
"19107","ENSG00000102287","197","197"
"19108","ENSG00000162409","217","217"
"19109","ENSG00000151779","464","464"
"19110","ENSG00000127249","589","589"
"19111","ENSG00000174720","293","293"
"19112","ENSG00000250641","2","2"
"19113","ENSG00000078549","439","439"
"19114","ENSG00000173068","201","201"
"19115","ENSG00000110218","406","406"
"19116","ENSG00000121281","846","846"
"19117","ENSG00000171502","531","531"
"19118","ENSG00000073754","256","256"
"19119","ENSG00000117523","53","53"
"19120","ENSG00000094975","1180","1180"
"19121","ENSG00000196878","1032","1032"
"19122","ENSG00000135953","179","179"
"19123","ENSG00000144224","189","189"
"19124","ENSG00000172046","445","445"
"19125","ENSG00000180376","273","273"
"19126","ENSG00000114439","14","14"
"19127","ENSG00000163424","89","89"
"19128","ENSG00000144935","43","43"
"19129","ENSG00000121879","1047","1047"
"19130","ENSG00000112655","700","700"
"19131","ENSG00000111817","519","519"
"19132","ENSG00000186472","4439","4439"
"19133","ENSG00000182674","231","231"
"19134","ENSG00000196150","503","503"
"19135","ENSG00000106714","786","786"
"19136","ENSG00000148053","136","136"
"19137","ENSG00000198785","1009","1009"
"19138","ENSG00000125484","538","538"
"19139","ENSG00000015171","326","326"
"19140","ENSG00000107863","1482","1482"
"19141","ENSG00000183230","834","834"
"19142","ENSG00000148690","15","15"
"19143","ENSG00000166444","782","782"
"19144","ENSG00000197702","111","111"
"19145","ENSG00000109851","138","138"
"19146","ENSG00000060749","934","934"
"19147","ENSG00000139697","534","534"
"19148","ENSG00000166450","715","715"
"19149","ENSG00000047578","1311","1311"
"19150","ENSG00000140829","905","905"
"19151","ENSG00000083457","529","529"
"19152","ENSG00000170037","408","408"
"19153","ENSG00000109047","126","126"
"19154","ENSG00000109063","587","587"
"19155","ENSG00000131462","217","217"
"19156","ENSG00000091583","317","317"
"19157","ENSG00000215421","380","380"
"19158","ENSG00000181143","1734","1734"
"19159","ENSG00000124191","96","96"
"19160","ENSG00000100362","94","94"
"19161","ENSG00000072501","290","290"
"19162","ENSG00000147257","199","199"
"19163","ENSG00000142661","773","773"
"19164","ENSG00000198746","103","103"
"19165","ENSG00000198198","31","31"
"19166","ENSG00000162367","245","245"
"19167","ENSG00000184313","903","903"
"19168","ENSG00000162402","2210","2210"
"19169","ENSG00000132849","1320","1320"
"19170","ENSG00000118473","761","761"
"19171","ENSG00000168710","303","303"
"19172","ENSG00000183508","194","194"
"19173","ENSG00000198842","236","236"
"19174","ENSG00000116132","162","162"
"19175","ENSG00000117523","2803","2803"
"19176","ENSG00000081237","1113","1113"
"19177","ENSG00000176393","387","387"
"19178","ENSG00000143669","2677","2677"
"19179","ENSG00000182901","411","411"
"19180","ENSG00000196936","286","286"
"19181","ENSG00000214694","823","823"
"19182","ENSG00000188687","738","738"
"19183","ENSG00000144028","1604","1604"
"19184","ENSG00000135976","787","787"
"19185","ENSG00000088205","373","373"
"19186","ENSG00000144395","838","838"
"19187","ENSG00000155744","293","293"
"19188","ENSG00000204186","402","402"
"19189","ENSG00000144410","285","285"
"19190","ENSG00000153820","1691","1691"
"19191","ENSG00000163359","2669","2669"
"19192","ENSG00000144554","1134","1134"
"19193","ENSG00000168356","326","326"
"19194","ENSG00000168038","824","824"
"19195","ENSG00000181555","405","405"
"19196","ENSG00000076201","1204","1204"
"19197","ENSG00000064835","287","287"
"19198","ENSG00000232382","208","208"
"19199","ENSG00000206530","462","462"
"19200","ENSG00000163389","307","307"
"19201","ENSG00000173193","1466","1466"
"19202","ENSG00000114127","630","630"
"19203","ENSG00000113905","181","181"
"19204","ENSG00000127249","890","890"
"19205","ENSG00000138669","53","53"
"19206","ENSG00000109320","73","73"
"19207","ENSG00000138650","848","848"
"19208","ENSG00000237136","95","95"
"19209","ENSG00000174358","157","157"
"19210","ENSG00000175745","176","176"
"19211","ENSG00000155324","2","2"
"19212","ENSG00000133710","180","180"
"19213","ENSG00000124532","338","338"
"19214","ENSG00000187626","114","114"
"19215","ENSG00000124733","99","99"
"19216","ENSG00000124702","322","322"
"19217","ENSG00000146216","225","225"
"19218","ENSG00000164393","131","131"
"19219","ENSG00000135315","1144","1144"
"19220","ENSG00000146409","224","224"
"19221","ENSG00000112110","9","9"
"19222","ENSG00000105877","961","961"
"19223","ENSG00000122507","807","807"
"19224","ENSG00000130305","314","314"
"19225","ENSG00000005483","1531","1531"
"19226","ENSG00000122787","99","99"
"19227","ENSG00000196584","181","181"
"19228","ENSG00000036448","692","692"
"19229","ENSG00000061337","170","170"
"19230","ENSG00000156675","749","749"
"19231","ENSG00000104368","92","92"
"19232","ENSG00000023287","210","210"
"19233","ENSG00000164953","92","92"
"19234","ENSG00000104413","499","499"
"19235","ENSG00000132549","3846","3846"
"19236","ENSG00000156509","35","35"
"19237","ENSG00000104517","2366","2366"
"19238","ENSG00000172167","327","327"
"19239","ENSG00000170961","106","106"
"19240","ENSG00000164946","122","122"
"19241","ENSG00000137076","1579","1579"
"19242","ENSG00000099139","759","759"
"19243","ENSG00000169071","506","506"
"19244","ENSG00000186943","213","213"
"19245","ENSG00000165383","51","51"
"19246","ENSG00000119986","146","146"
"19247","ENSG00000148942","440","440"
"19248","ENSG00000184999","359","359"
"19249","ENSG00000175334","40","40"
"19250","ENSG00000175567","163","163"
"19251","ENSG00000187240","3214","3214"
"19252","ENSG00000086848","571","571"
"19253","ENSG00000109944","203","203"
"19254","ENSG00000149547","100","100"
"19255","ENSG00000110074","424","424"
"19256","ENSG00000050405","332","332"
"19257","ENSG00000111537","130","130"
"19258","ENSG00000186908","49","49"
"19259","ENSG00000166130","149","149"
"19260","ENSG00000135148","387","387"
"19261","ENSG00000033030","442","442"
"19262","ENSG00000185684","161","161"
"19263","ENSG00000172915","2417","2417"
"19264","ENSG00000136156","123","123"
"19265","ENSG00000102786","635","635"
"19266","ENSG00000175820","4304","4304"
"19267","ENSG00000151320","435","435"
"19268","ENSG00000129515","412","412"
"19269","ENSG00000189139","45","45"
"19270","ENSG00000165548","131","131"
"19271","ENSG00000197102","3232","3232"
"19272","ENSG00000074803","692","692"
"19273","ENSG00000140284","329","329"
"19274","ENSG00000180357","1216","1216"
"19275","ENSG00000213614","325","325"
"19276","ENSG00000140470","845","845"
"19277","ENSG00000150394","605","605"
"19278","ENSG00000132604","335","335"
"19279","ENSG00000102908","111","111"
"19280","ENSG00000141510","132","132"
"19281","ENSG00000108582","718","718"
"19282","ENSG00000161714","349","349"
"19283","ENSG00000121053","445","445"
"19284","ENSG00000128791","111","111"
"19285","ENSG00000198796","110","110"
"19286","ENSG00000175221","65","65"
"19287","ENSG00000130254","503","503"
"19288","ENSG00000167769","29","29"
"19289","ENSG00000076944","328","328"
"19290","ENSG00000198521","795","795"
"19291","ENSG00000205155","39","39"
"19292","ENSG00000167384","184","184"
"19293","ENSG00000167759","187","187"
"19294","ENSG00000077984","34","34"
"19295","ENSG00000244462","898","898"
"19296","ENSG00000101098","133","133"
"19297","ENSG00000198862","126","126"
"19298","ENSG00000157538","241","241"
"19299","ENSG00000100266","331","331"
"19300","ENSG00000067177","547","547"
"19301","ENSG00000165259","139","139"
"19302","ENSG00000126953","64","64"
"19303","ENSG00000197565","1405","1405"
"19304","ENSG00000198689","139","139"
"19305","ENSG00000197021","73","73"
"19306","ENSG00000213401","91","91"
"19307","ENSG00000188910","233","233"
"19308","ENSG00000020129","536","536"
"19309","ENSG00000097096","259","259"
"19310","ENSG00000117523","1554","1554"
"19311","ENSG00000143776","675","675"
"19312","ENSG00000197437","258","258"
"19313","ENSG00000121879","1047","1047"
"19314","ENSG00000113369","17","17"
"19315","ENSG00000111799","827","827"
"19316","ENSG00000106004","104","104"
"19317","ENSG00000164683","262","262"
"19318","ENSG00000157657","152","152"
"19319","ENSG00000197444","782","782"
"19320","ENSG00000134827","151","151"
"19321","ENSG00000139641","284","284"
"19322","ENSG00000111554","187","187"
"19323","ENSG00000197555","368","368"
"19324","ENSG00000140623","266","266"
"19325","ENSG00000173826","464","464"
"19326","ENSG00000158290","369","369"
"19327","ENSG00000122126","219","219"
"19328","ENSG00000142798","3446","3446"
"19329","ENSG00000117592","116","116"
"19330","ENSG00000138769","493","493"
"19331","ENSG00000113569","1242","1242"
"19332","ENSG00000146247","1252","1252"
"19333","ENSG00000131018","6337","6337"
"19334","ENSG00000131018","3070","3070"
"19335","ENSG00000127914","1334","1334"
"19336","ENSG00000147533","121","121"
"19337","ENSG00000107077","537","537"
"19338","ENSG00000124920","689","689"
"19339","ENSG00000142208","17","17"
"19340","ENSG00000243716","476","476"
"19341","ENSG00000225614","1939","1939"
"19342","ENSG00000182963","120","120"
"19343","ENSG00000168502","1408","1408"
"19344","ENSG00000149654","242","242"
"19345","ENSG00000196664","222","222"
"19346","ENSG00000198814","475","475"
"19347","ENSG00000124486","1316","1316"
"19348","ENSG00000120498","655","655"
"19349","ENSG00000120498","612","612"
"19350","ENSG00000198793","475","475"
"19351","ENSG00000143819","67","67"
"19352","ENSG00000150995","2488","2488"
"19353","ENSG00000138483","26","26"
"19354","ENSG00000163530","193","193"
"19355","ENSG00000163728","140","140"
"19356","ENSG00000039537","558","558"
"19357","ENSG00000205279","81","81"
"19358","ENSG00000171815","773","773"
"19359","ENSG00000164296","106","106"
"19360","ENSG00000236761","109","109"
"19361","ENSG00000105866","299","299"
"19362","ENSG00000271321","392","392"
"19363","ENSG00000132549","2706","2706"
"19364","ENSG00000135090","109","109"
"19365","ENSG00000179399","563","563"
"19366","ENSG00000140367","68","68"
"19367","ENSG00000076382","105","105"
"19368","ENSG00000141542","201","201"
"19369","ENSG00000206072","162","162"
"19370","ENSG00000182566","142","142"
"19371","ENSG00000196218","693","693"
"19372","ENSG00000090006","1054","1054"
"19373","ENSG00000204851","473","473"
"19374","ENSG00000256683","128","128"
"19375","ENSG00000239998","174","174"
"19376","ENSG00000141956","313","313"
"19377","ENSG00000128268","370","370"
"19378","ENSG00000130638","169","169"
"19379","ENSG00000102313","1153","1153"
"19380","ENSG00000072182","356","356"
"19381","ENSG00000176542","911","911"
"19382","ENSG00000160145","356","356"
"19383","ENSG00000121879","1047","1047"
"19384","ENSG00000028310","413","413"
"19385","ENSG00000080709","132","132"
"19386","ENSG00000113013","640","640"
"19387","ENSG00000112357","91","91"
"19388","ENSG00000112539","364","364"
"19389","ENSG00000164853","136","136"
"19390","ENSG00000164853","136","136"
"19391","ENSG00000164796","3666","3666"
"19392","ENSG00000117983","2905","2905"
"19393","ENSG00000089116","253","253"
"19394","ENSG00000182782","41","41"
"19395","ENSG00000100490","15","15"
"19396","ENSG00000183629","393","393"
"19397","ENSG00000175318","233","233"
"19398","ENSG00000105229","452","452"
"19399","ENSG00000197818","160","160"
"19400","ENSG00000100078","375","375"
"19401","ENSG00000198930","24","24"
"19402","ENSG00000182492","170","170"
"19403","ENSG00000142687","945","945"
"19404","ENSG00000163909","55","55"
"19405","ENSG00000143515","1050","1050"
"19406","ENSG00000198400","209","209"
"19407","ENSG00000143850","255","255"
"19408","ENSG00000077044","361","361"
"19409","ENSG00000093183","150","150"
"19410","ENSG00000196455","406","406"
"19411","ENSG00000172578","328","328"
"19412","ENSG00000180573","2","2"
"19413","ENSG00000204644","185","185"
"19414","ENSG00000096070","986","986"
"19415","ENSG00000244694","259","259"
"19416","ENSG00000135333","203","203"
"19417","ENSG00000107014","160","160"
"19418","ENSG00000147854","607","607"
"19419","ENSG00000261456","60","60"
"19420","ENSG00000180806","243","243"
"19421","ENSG00000161642","54","54"
"19422","ENSG00000111011","181","181"
"19423","ENSG00000139697","979","979"
"19424","ENSG00000257115","270","270"
"19425","ENSG00000129566","1162","1162"
"19426","ENSG00000100888","1505","1505"
"19427","ENSG00000165914","837","837"
"19428","ENSG00000169856","269","269"
"19429","ENSG00000140563","736","736"
"19430","ENSG00000167693","389","389"
"19431","ENSG00000205544","3","3"
"19432","ENSG00000101596","1842","1842"
"19433","ENSG00000131196","154","154"
"19434","ENSG00000178078","326","326"
"19435","ENSG00000089123","339","339"
"19436","ENSG00000130538","270","270"
"19437","ENSG00000100403","17","17"
"19438","ENSG00000131269","153","153"
"19439","ENSG00000147138","70","70"
"19440","ENSG00000101882","368","368"
"19441","ENSG00000171100","462","462"
"19442","ENSG00000156869","490","490"
"19443","ENSG00000054277","219","219"
"19444","ENSG00000150938","613","613"
"19445","ENSG00000204186","433","433"
"19446","ENSG00000150995","1753","1753"
"19447","ENSG00000127249","615","615"
"19448","ENSG00000145649","252","252"
"19449","ENSG00000112739","860","860"
"19450","ENSG00000135241","253","253"
"19451","ENSG00000001626","74","74"
"19452","ENSG00000110324","97","97"
"19453","ENSG00000066735","760","760"
"19454","ENSG00000092470","588","588"
"19455","ENSG00000077235","374","374"
"19456","ENSG00000011258","476","476"
"19457","ENSG00000090924","124","124"
"19458","ENSG00000105429","600","600"
"19459","ENSG00000247746","295","295"
"19460","ENSG00000196338","827","827"
"19461","ENSG00000147202","1072","1072"
"19462","ENSG00000075391","200","200"
"19463","ENSG00000198216","668","668"
"19464","ENSG00000153253","1742","1742"
"19465","ENSG00000156983","599","599"
"19466","ENSG00000168016","1787","1787"
"19467","ENSG00000152580","1749","1749"
"19468","ENSG00000121879","1047","1047"
"19469","ENSG00000152969","269","269"
"19470","ENSG00000152208","762","762"
"19471","ENSG00000171564","437","437"
"19472","ENSG00000012660","70","70"
"19473","ENSG00000181472","78","78"
"19474","ENSG00000107282","561","561"
"19475","ENSG00000180008","90","90"
"19476","ENSG00000141510","273","273"
"19477","ENSG00000196712","1447","1447"
"19478","ENSG00000153822","77","77"
"19479","ENSG00000130758","308","308"
"19480","ENSG00000104974","237","237"
"19481","ENSG00000171984","181","181"
"19482","ENSG00000087460","285","285"
"19483","ENSG00000156304","575","575"
"19484","ENSG00000165194","286","286"
"19485","ENSG00000102362","517","517"
"19486","ENSG00000156531","328","328"
"19487","ENSG00000156920","2014","2014"
"19488","ENSG00000268043","125","125"
"19489","ENSG00000132688","1541","1541"
"19490","ENSG00000115155","1049","1049"
"19491","ENSG00000019169","463","463"
"19492","ENSG00000136560","192","192"
"19493","ENSG00000153820","441","441"
"19494","ENSG00000138698","505","505"
"19495","ENSG00000164163","290","290"
"19496","ENSG00000037280","287","287"
"19497","ENSG00000124588","190","190"
"19498","ENSG00000057657","31","31"
"19499","ENSG00000132549","2459","2459"
"19500","ENSG00000108091","425","425"
"19501","ENSG00000110076","358","358"
"19502","ENSG00000237515","206","206"
"19503","ENSG00000176927","411","411"
"19504","ENSG00000008838","193","193"
"19505","ENSG00000141968","715","715"
"19506","ENSG00000116721","342","342"
"19507","ENSG00000133216","889","889"
"19508","ENSG00000273274","334","334"
"19509","ENSG00000157193","774","774"
"19510","ENSG00000143032","240","240"
"19511","ENSG00000134250","566","566"
"19512","ENSG00000143631","2474","2474"
"19513","ENSG00000163554","1551","1551"
"19514","ENSG00000122224","69","69"
"19515","ENSG00000000460","437","437"
"19516","ENSG00000134376","234","234"
"19517","ENSG00000162873","53","53"
"19518","ENSG00000116962","130","130"
"19519","ENSG00000162843","1048","1048"
"19520","ENSG00000153207","1334","1334"
"19521","ENSG00000115998","69","69"
"19522","ENSG00000116001","289","289"
"19523","ENSG00000144045","295","295"
"19524","ENSG00000121152","464","464"
"19525","ENSG00000249715","1888","1888"
"19526","ENSG00000088179","173","173"
"19527","ENSG00000115145","10","10"
"19528","ENSG00000144283","933","933"
"19529","ENSG00000136531","872","872"
"19530","ENSG00000136546","887","887"
"19531","ENSG00000155657","9845","9845"
"19532","ENSG00000138434","206","206"
"19533","ENSG00000138434","207","207"
"19534","ENSG00000128699","58","58"
"19535","ENSG00000118997","617","617"
"19536","ENSG00000064012","277","277"
"19537","ENSG00000115556","462","462"
"19538","ENSG00000163520","808","808"
"19539","ENSG00000169814","64","64"
"19540","ENSG00000136059","805","805"
"19541","ENSG00000044524","316","316"
"19542","ENSG00000172752","911","911"
"19543","ENSG00000017260","390","390"
"19544","ENSG00000169064","642","642"
"19545","ENSG00000186001","231","231"
"19546","ENSG00000109321","14","14"
"19547","ENSG00000109339","238","238"
"19548","ENSG00000134363","165","165"
"19549","ENSG00000118985","490","490"
"19550","ENSG00000112139","596","596"
"19551","ENSG00000124813","373","373"
"19552","ENSG00000180113","631","631"
"19553","ENSG00000118412","127","127"
"19554","ENSG00000173612","101","101"
"19555","ENSG00000131018","7636","7636"
"19556","ENSG00000070882","850","850"
"19557","ENSG00000070669","392","392"
"19558","ENSG00000087087","601","601"
"19559","ENSG00000189056","1933","1933"
"19560","ENSG00000106304","191","191"
"19561","ENSG00000006530","17","17"
"19562","ENSG00000055130","554","554"
"19563","ENSG00000197150","579","579"
"19564","ENSG00000157212","679","679"
"19565","ENSG00000198010","497","497"
"19566","ENSG00000183117","3312","3312"
"19567","ENSG00000147443","275","275"
"19568","ENSG00000168615","386","386"
"19569","ENSG00000206579","339","339"
"19570","ENSG00000206579","339","339"
"19571","ENSG00000171316","311","311"
"19572","ENSG00000147647","407","407"
"19573","ENSG00000165271","718","718"
"19574","ENSG00000165271","226","226"
"19575","ENSG00000165271","176","176"
"19576","ENSG00000165059","233","233"
"19577","ENSG00000106772","961","961"
"19578","ENSG00000106772","840","840"
"19579","ENSG00000106772","656","656"
"19580","ENSG00000197969","289","289"
"19581","ENSG00000165029","1747","1747"
"19582","ENSG00000165699","378","378"
"19583","ENSG00000065675","485","485"
"19584","ENSG00000150275","719","719"
"19585","ENSG00000171862","123","123"
"19586","ENSG00000108010","204","204"
"19587","ENSG00000174672","165","165"
"19588","ENSG00000165323","3474","3474"
"19589","ENSG00000151062","93","93"
"19590","ENSG00000139330","210","210"
"19591","ENSG00000172915","2692","2692"
"19592","ENSG00000151812","204","204"
"19593","ENSG00000119684","1280","1280"
"19594","ENSG00000088808","561","561"
"19595","ENSG00000183484","256","256"
"19596","ENSG00000182256","222","222"
"19597","ENSG00000166963","1582","1582"
"19598","ENSG00000171763","559","559"
"19599","ENSG00000166147","2004","2004"
"19600","ENSG00000138622","951","951"
"19601","ENSG00000158486","566","566"
"19602","ENSG00000152910","268","268"
"19603","ENSG00000140943","440","440"
"19604","ENSG00000133026","205","205"
"19605","ENSG00000133026","205","205"
"19606","ENSG00000171931","788","788"
"19607","ENSG00000236320","236","236"
"19608","ENSG00000170703","64","64"
"19609","ENSG00000108469","643","643"
"19610","ENSG00000204316","315","315"
"19611","ENSG00000182156","318","318"
"19612","ENSG00000187531","359","359"
"19613","ENSG00000160633","512","512"
"19614","ENSG00000141837","1124","1124"
"19615","ENSG00000141837","238","238"
"19616","ENSG00000197013","28","28"
"19617","ENSG00000231924","240","240"
"19618","ENSG00000011422","66","66"
"19619","ENSG00000124449","219","219"
"19620","ENSG00000118156","50","50"
"19621","ENSG00000198482","438","438"
"19622","ENSG00000240403","369","369"
"19623","ENSG00000101290","194","194"
"19624","ENSG00000130589","1627","1627"
"19625","ENSG00000130943","1961","1961"
"19626","ENSG00000172943","549","549"
"19627","ENSG00000155659","103","103"
"19628","ENSG00000184634","1713","1713"
"19629","ENSG00000133138","760","760"
"19630","ENSG00000197620","16","16"
"19631","ENSG00000185010","1709","1709"
"19632","ENSG00000172260","153","153"
"19633","ENSG00000163349","1189","1189"
"19634","ENSG00000143514","1093","1093"
"19635","ENSG00000155657","16218","16218"
"19636","ENSG00000253873","619","619"
"19637","ENSG00000135569","267","267"
"19638","ENSG00000112096","199","199"
"19639","ENSG00000187955","1729","1729"
"19640","ENSG00000169427","85","85"
"19641","ENSG00000183309","304","304"
"19642","ENSG00000188647","254","254"
"19643","ENSG00000148408","477","477"
"19644","ENSG00000175520","108","108"
"19645","ENSG00000171067","9","9"
"19646","ENSG00000130037","290","290"
"19647","ENSG00000020577","190","190"
"19648","ENSG00000100749","9","9"
"19649","ENSG00000118900","654","654"
"19650","ENSG00000196436","100","100"
"19651","ENSG00000273559","63","63"
"19652","ENSG00000173714","15","15"
"19653","ENSG00000141568","206","206"
"19654","ENSG00000197013","220","220"
"19655","ENSG00000267508","218","218"
"19656","ENSG00000126460","102","102"
"19657","ENSG00000161681","1997","1997"
"19658","ENSG00000198959","209","209"
"19659","ENSG00000117859","186","186"
"19660","ENSG00000187180","13","13"
"19661","ENSG00000213085","111","111"
"19662","ENSG00000000460","8","8"
"19663","ENSG00000075914","20","20"
"19664","ENSG00000163931","534","534"
"19665","ENSG00000138778","1541","1541"
"19666","ENSG00000131626","1174","1174"
"19667","ENSG00000109927","561","561"
"19668","ENSG00000196876","931","931"
"19669","ENSG00000196876","1513","1513"
"19670","ENSG00000182957","149","149"
"19671","ENSG00000100697","1510","1510"
"19672","ENSG00000129003","456","456"
"19673","ENSG00000008710","3592","3592"
"19674","ENSG00000179222","171","171"
"19675","ENSG00000175556","489","489"
"19676","ENSG00000143167","265","265"
"19677","ENSG00000143845","343","343"
"19678","ENSG00000131379","828","828"
"19679","ENSG00000058262","243","243"
"19680","ENSG00000121879","1047","1047"
"19681","ENSG00000137040","738","738"
"19682","ENSG00000166333","301","301"
"19683","ENSG00000185046","272","272"
"19684","ENSG00000100664","80","80"
"19685","ENSG00000141258","623","623"
"19686","ENSG00000004897","387","387"
"19687","ENSG00000167210","69","69"
"19688","ENSG00000167674","591","591"
"19689","ENSG00000142235","1457","1457"
"19690","ENSG00000160218","1010","1010"
"19691","ENSG00000184208","3","3"
"19692","ENSG00000100271","402","402"
"19693","ENSG00000072506","34","34"
"19694","ENSG00000142910","403","403"
